Title,Singer,Lyric
사랑이란 말이 어울리는 사람(사말어사),장범준,손을 잡고 싶은데 안아주고 싶은데 왜 내가 조심스럽지 왜 내가 조심스럽지 걷다가 닿는 어깨에 내 맘이 깊게 설레네 별것도 아닌 스킨십에 왜 내가 설레오는지 알죠 당신의 웃음 앞에선 나도 순수해지네요 이런 애틋한 감정이 나는 너무나 좋아요 당신 목소리를 들으면 나도 귀가 떨려오네요 이런 애틋한 감정이 바로 사랑이란 말이 어울리는 사람 만남이란 말이 나는 너무 좋아 정말 예쁜 여잔 당신 같은 여자 가만히 있는데 보고 싶은 사람 그대는 알겠죠 오늘은 보고 싶어서 연락할 이유를 찾고 그건 좀 아닌 것 같고 그냥 난 집이나 갈래 알죠 당신의 웃음 앞에선 나도 부끄러워지네요 이런 애틋한 감정이 나는 너무나 좋아요 당신 목소리를 들으면 나도 귀가 떨려오네요 이런 애틋한 감정이 바로 사랑이란 말이 어울리는 사람 만남이란 말이 나는 너무 좋아 정말 예쁜 여잔 당신 같은 여자 가만히 있는데 보고 싶은 사람 그대는 알겠죠 그대 웃는 모습이 너무 보고 싶어서 가슴이 아파 왜 난 볼 수가 없어 툭툭 내뱉는 말에 내 사랑이 있어 제발 가지 마요 제발 가지 마요 사랑이란 말이 어울리는 사람 만남이란 말이 나는 너무 좋아 정말 예쁜 여잔 당신 같은 여자 가만히 있는데 보고 싶은 사람 그대는 알겠죠
하늘 끝에서 흘린 눈물,주니퍼,이 좁은 세상에 나를 남겨두고 홀로 떠나기가 얼마나 힘이 들었니 못다한 사랑은 잠시 가슴에 묻어둬 머지않아 우린 다시 만날테니까  내일이 오면 그 고운 눈빛도 추억으로 남을테지만 아무 걱정마 이별없는 다음 세상에 네가 먼저 가서 기다리면 되니까  하늘 끝에서 흘린 눈물이 비 되어 내리면 나를 부르는 너의 목소리 찾아 헤메이다 나도 너를 따라서 세상 떠나는 날 그 때 한 걸음에 내게 달려와 내 품에 안겨줘  커튼 사이로 별 빛이 내려와 뒤척이다 잠에서 깨면 너의 얼굴이 어렴풋이 보이는듯 해 사무치는 그리움에 목이 메어와  하늘끝에서 흘린 눈물이 비되어 내리면 나를 부르는 너의 목소리 찾아 헤메이다 나도 너를 따라서 세상 떠나는날 그 때 한 걸음에 내게 달려와 내 품에 안겨줘  내가 그리워 힘이 들어도 조금만 기다려 나의 미소와 나의 숨결과 지난 추억까지 고이 가슴 한 켠에 묻어 두었다가 그때 다시 만날 그 날이 오면 지워줄게
동경소녀,버스커 버스커,오랜만이야 정말 보고 싶었지만 내 하찮은 자존심이 허락안했어 헤어진후에 많이 달라진것같아 늘 해오던 긴머리가 네겐 어울려 니가 떠난후 빈자리가 너무나 컸었다고 말하고 싶은데 but I still love you 넌 왜 지금도 나를 자꾸만 나를 아프게 해 Oh My 지금도 너를 나만의 너를 I Still Love You 몇번씩이나 전화하려 했었지만 니 곁에선 그 사람이 맘에 걸렸어 느낄수 있어 이제 많이 편해보여 너 말없이 웃어주니 나는 서글퍼 너무 늦었나 보고싶다 내맘도 이제와서 부담일뿐이니 but I still love you 넌 왜 지금도 나를 자꾸만 나를 아프게 해 Oh My 지금도 너를 나만의 너를 I Still Love You 넌 왜 지금도 나를 자꾸만 나를 아프게 해 Oh My 지금도 너를 나만의 너를 I Still Love You
나는 나비,YB,내 모습이 보이지 않아 앞길도 보이지 않아 나는 아주 작은 애벌레 살이 터져 허물벗어 한번 두번 다시 나는 상처 많은 번데기 추운 겨울이 다가와 힘겨울지도 몰라 봄바람이 불어오면 이젠 나의 꿈을 찾아 날아 날개를 활짝 펴고 세상을 자유롭게 날꺼야 노래하며 춤추는 나는 아름다운 나비 날개를 활짝 펴고 세상을 자유롭게 날꺼야 노래하며 춤추는 나는 아름다운 나비  거미줄을 피해 날아 꽃을 찾아 날아 사마귀를 피해 날아 꽃을 찾아 날아 꽃들의 사랑을 전하는 나비 날개를 활짝 펴고 세상을 자유롭게 날꺼야 노래하며 춤추는 나는 아름다운 나비 날개를 활짝 펴고 세상을 자유롭게 날꺼야 노래하며 춤추는 나는 아름다운 나비  
사랑하는 법을 몰라서,FTISLAND (FT아일랜드),사랑하는 그대가 나를 떠나가네요 한마디 변명도 난 못했는데 사랑하는 그대가 행복하고 싶데요 한마디 애원조차 못했네요 언젠가 슬픈 표정의 그댈 바쁘단 핑계로 외면했던 한심한 바보였으니까 그땐 몰랐죠 사랑하는 법을 몰라서 따뜻하게 안아줄 줄 몰라서 여린 가슴 가슴이 무너져 내리는걸 모르고 무심히 발걸음을 돌렸죠 그땐 몰랐죠 사랑하는 법을 몰라서 그댈 혼자 남겨뒀네요 미안하단 말조차 어색하게 보여 그저 모른 척 지나쳤나 봐요  다른 누굴 만나도 나보단 더 낫겠죠 그래서 그대를 난 보내네요 다른 누굴 만나도 그대만은 못하죠 그래서 그대를 난 못 지워요 미안한 마음만 남았네요 잘 가란 말밖에 못 하네요 가슴은 울고 있는데 그땐 몰랐죠 사랑하는 법을 몰라서 따뜻하게 안아줄 줄 몰라서 여린 가슴 가슴이 무너져 내리는걸 모르고 무심히 발걸음을 돌렸죠 그땐 몰랐죠 사랑하는 법을 몰라서 그댈 혼자 남겨뒀네요 미안하단 말조차 어색하게 보여 그저 모른 척 지나쳤나 봐요  이젠 알지만 사랑하는 법을 알지만 사랑을 줄 그 사람이 없네요 눈물만 준 사랑은 모두 잊고 부디 행복하길 매일 난 울며 기도만 하네요 다음 세상에 내 어린 사랑이 아니길 정말 사랑이란 걸 알 때 그 때 다시 만나면 내 품에 안겨요 행복한 꿈만 그릴 수 있도록 지금은 그댈 떠나 보내지만
사랑 빛,CNBLUE (씨엔블루),그댈 보면 얼굴이 빨개지고 그댈 보면 가슴이 두근두근 아이처럼 수줍게 말하고 그댈 보면 괜시리 웃음이 나 바보처럼 자꾸만 그래 아마 내게 사랑이 온 건 가봐 그대는 내 마음 속의 President 내 가슴의 별 수놓지 I'm Genie for you Girl 내 숨을 멎게 하지 그대가 원하는건 다 너를 사랑하니까 내 사랑에 이유는 없잖아 You know 그대는 Darling 밤 하늘 별빛보다 아름다워요 내 맘속 깊은 곳에서 반짝거리는 나 만의 사랑 빛 그대를 사랑해요 Darling 언제나 내 곁에서 빛을 내줘요 매일밤 바라보고 바라봐도 아름다워요 그댄 나의 사랑 빛 그댈 보면 구름을 나는 기분 유치해도 자꾸만 그래 아마 내게 사랑이 온 건 가봐  그대는 Darling 밤 하늘 별빛보다 아름다워요 내 맘속 깊은 곳에서 반짝거리는 나 만의 사랑 빛 그대를 사랑해요 Darling 언제나 내 곁에서 빛을 내줘요 매일 밤 바라보고 바라봐도 아름다워요 그댄 나의 사랑 빛  그대는 Lovely 저 하늘 햇살보다 눈이 부셔요 내 맘속 어둔 곳까지 밝게 비추는 나만의 사랑 빛 그대를 사랑해요 Lovely 두 눈을 감아봐도 그대 보여요 이렇게 바라보고 바라봐도 눈이 부셔요 그댄 나의 사랑 빛
내 사람입니다,더 넛츠 (The NuTs),뵙고 싶었죠 당신이군요 그녀의 마음 흔든 그 사람 못났다 웃어도 좋아요 염치없지만 당신께 이렇게 무릎 꿇어요 내 사랑입니다 목숨 같은 내 여자입니다 부탁해요 부탁해요 그녈 흔들지 마요 내 전부입니다 그녀 없인 난 무너집니다 도와줘요 떠나줘요 그녀가 없어도 당신은 살잖아요 나는 안돼요 가진 게 없죠 그래요 나는 보잘 것 없죠 당신에 비해 하지만 내 안에 눈물은 팔아서라도 그녀를 행복케 해줄 거예요 내 전부입니다 그녀 없이 나 무너집니다 도와줘요 떠나줘요 그녀가 없어도 당신은 살잖아요 나는 안돼요 내 눈을 원하면 그대가 가져요 심장을 원하면 얼마든 가져요 내 숨을 원하면 그것도 가져요 그녀만은 하나만은 나에게서 제발 데려가지 말아요 날 울리지 마요 난 사랑합니다 그녀만을 참 사랑합니다 단 한 사람 단 한 사람 그녀가 있기에 숨 쉬며 살아가는 남자입니다
질풍가도 ('쾌걸 근육맨 2세' 1기 여는노래),유정석,한 번 더 나에게 질풍 같은 용기를 거친 파도에도 굴하지 않게 드넓은 대지에 다시 새길 희망을 안고 달려갈 거야 너에게 그래 이런 내 모습 게을러 보이고 우습게도 보일 거야 하지만 내게 주어진 무거운 운명에 나는 다시 태어나 싸울거야 한 번 더 나에게 질풍 같은 용기를 거친 파도에도 굴하지 않게 드넓은 대지에 다시 새길 희망을 안고 달려갈 거야 너에게 세상에 도전하는 게 외로울 지라도 함께 해줄 우정을 믿고 있어 한 번 더 나에게 질풍 같은 용기를 거친 파도에도 굴하지 않게 드넓은 대지에 다시 새길 희망을 안고 달려갈 거야 너에게 한 번 더 나에게 질풍 같은 용기를 거친 파도에도 굴하지 않게 드넓은 대지에 다시 새길 희망을 안고 달려갈 거야 너에게
본능적으로 (Feat. Swings),강승윤,본능적으로 느껴졌어 넌 나의 사람이 된다는 걸 처음 널 바라봤던 순간 찰나의 전율을 잊지 못해 Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh 좋은 사람인진 모르겠어 미친 듯이 막 끌릴 뿐야 섣부른 판단일지라도 왠지 사랑일 것만 같아 Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh 내가 택했던 그녀를 난 믿겠어 내가 택했던 그 밤을 내 생 최고의 사랑일지 미친 사랑의 시작일지 해봐야 아는 게 사랑이지 이제 우리 시작할까 Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh 운전 하다가 널 봤는데 사고가 날 뻔했어 좋아 파란 불이 떴어 너에게 나는 go했고 그 S Line에 난 자석처럼 끌려 나도 모르게 침을 한 방울 흘려 오해하지마 나는 속물 아냐 사랑을 가능케 하는 건 본능이야 우연인지 운명인지 나는 너의 앞에 왔어 계산 같은 건 전부 다 은행에 다 맡겨 내가 택했던 그녀를 난 믿겠어 내가 택했던 그 밤을 내가 택했던 그 밤을 못 잊겠어 그 황홀했던 순간을 그런 느낌이야 이건 본능이야 내 생 최고의 사랑이든 미친 사랑의 시작이든 절대 후회는 없을 거야 이제 우리 시작할까 Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh 그런 느낌이야 이건 본능이야 Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Ha Ha Every Body Now Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh
Bounce,조용필,그대가 돌아서면 두 눈이 마주칠까 심장이 Bounce Bounce 두근대 들릴까봐 겁나 한참을 망설이다 용기를 내 밤새워 준비한 순애보 고백해도 될까 처음 본 순간부터 네 모습이 내 가슴 울렁이게 만들었어 Baby You're my trampoline You make me Bounce Bounce 수많은 인연과 바꾼 너인 걸 사랑이 남긴 상처들도 감싸줄게 어쩌면 우린 벌써 알고 있어 그토록 찾아 헤맨 사랑의 꿈 외롭게만 하는 걸 You make me Bounce You make me Bounce Bounce Bounce 망설여져 나 혼자만의 감정일까 내가 잘못 생각한 거라면 어떡하지 눈물이나 별처럼 반짝이는 눈망울도 수줍어 달콤하던 네 입술도 내겐 꿈만 같은 걸 You make me Bounce 우린 벌써 알고 있어 그토록 찾아 헤맨 사랑의 꿈 외롭게만 하는 걸 어쩌면 우린 벌써 You make me You make me
어쩌면...,버즈,어쩌면 오늘이 마지막이 될지도 몰라 나의 사랑이 떠날지 몰라 불안한 나의 마음 니가 알아챌 것만 같아서 너와 눈도 마주치지 못했어 너의 그 사람 다시 돌아왔을 때 많이 힘들어하던 너 깊은 고민에 빠진 너 제발 아니길 don't say good bye Say Good bye 떠나지마 사랑하잖아 내가 있잖아 너를 버렸던 그 사람에게 가지마 지난 눈물 기억해줘 돌아간다면 떠나간다면 니가 겪었던 똑같은 이유로 내 삶이 무너질텐데 너 원한다면 보내야 하겠지 끝내 잡을 수 없겠지 아픈 나날들을 준비해야 하겠지 시간이 지나면 모두 잊혀질거란 얘기 너를 미워해 달라는 얘기 그렇게 하지 못할 나의 마음을 알고 있잖아 너무 그 사람만 생각하지마 왜 하필이면 다시 그 사람이니 한 번 버렸던 사랑은 두 번 버리기 쉬운데 다시 생각해 don't say good bye say good bye 떠나지마 사랑하잖아 내가 있잖아 너를 버렸던 그 사람에게 가지마 지난 눈물 기억해줘 끝이 아니야 잠시뿐이야 나의 사랑을 확인할 시간이 너에게 필요할뿐야 I believe 우리의 사랑 you're my everything never give you up 내가 너무 사랑해 너만을 내가 사랑해 여기 있을께 널 위해 never say good bye 떠나지마 사랑하잖아 내가 있잖아 너를 버렸던 그 사람에게 가지마 지난 눈물 기억해줘 돌아간다면 떠나간다면 니가 겪었던 똑같은 이유로 내 삶이 무너질텐데 워 끝이 아니야 잠시뿐이야 나의 사랑엔 이별은 없는걸 You are mine never say good bye
사랑은 봄비처럼...이별은 겨울비처럼,임현정,묻지않을께 네가 떠나는 이유  이제 사랑하지 않는다는걸 알기에  야윈 너의 맘 어디에도  내 사랑 머물 수 없음을 알기에  이해해볼께 혼자남겨진 이유  이젠 나의 눈물 닦아줄 너는 없기에  지금 나의 곁에 있는건  그림자 뿐임을 난 알기에  사랑은 봄비처럼 내 마음 적시고  지울 수 없는 추억을 내게 남기고  이제 잊으라는 그 한마디로  나와 상관없는 다른 꿈을 꾸고  이별은 겨울비처럼 두 눈을 적시고  지울 수 없는 상처만 내게 남기고  이제 떠난다는 그 한마디로  나와 상관없는 행복을 꿈꾸는 너    기도 해볼께 니가 잊혀지기를  슬픈사랑이 다신 내게 오지 않기를  세월 가는데로 그대로  무뎌진 가슴만 남아있기를  왜 행복한 순간도 사랑의 고백도  날 설레게한 그 향기도  왜 머물순 없는지 떠나야 하는지  무너져야 하는지  사랑은 봄비처럼 내 마음 적시고  지울 수 없는 추억을 내게 남기고  잊으라는 그 한마디로  나와 상관없는 다른 꿈을 꾸고  이별은 겨울비 처럼 두 눈을 적시고  지울 수 없는 상처만 내게 남기고  떠난다는 그 한마디로  나와 상관 없는 행복을 꿈꾸는 너
서시,신성우,해가 지기전에 가려했지 너와 내가 있던 그 언덕 풍경속에 아주 키작은 그 마음으로 세상을 꿈꾸고 그리며 말했던 곳 이제 여행을 떠나야 하는 소중한 내 친구여 때론 다투기도 많이 했지 서로 알수없는 오해의 조각들로 하지만 멋쩍은 미소만으로 너는 내가 되고 나도 니가 될수 있었던 수많은 기억들 내가 항상 여기 서 있을께 걷다가 지친 네가 나를 볼수 있게 저기 저 별위에 그릴거야 내가 널 사랑하는 마음 볼수 있게 우 너는 내가 되고 나도 니가 될수 있었던 수많은 기억들 내가 항상 여기 서있을께 걷다가 지친 니가 나를 볼수 있게 저기 저 별위에 그릴거야 내가 널 사랑하는 마음 볼수 있게 내가 항상 여기 서있을께 걷다가 지친 니가 나를 볼수 있게 저기 저 별위에 그릴거야 내가 널 사랑하는 마음 볼수 있게 예
달팽이,패닉,집에 오는 길은 때론 너무 길어 나는 더욱 더 지치곤 해 문을 열자마자 잠이 들었다가 깨면 아무도 없어 좁은 욕조 속에 몸을 뉘었을 때 작은 달팽이 한 마리가 내게로 다가와 작은 목소리로 속삭여줬어 언젠가 먼 훗날에 저 넓고 거칠은 세상 끝 바다로 갈 거라고 아무도 못 봤지만 기억 속 어딘가 들리는 파도 소리 따라서 나는 영원히 갈래 모두 어딘가로 차를 달리는 길 나는 모퉁이 가게에서 담배 한 개비와 녹는 아이스크림 들고 길로 나섰어 해는 높이 떠서 나를 찌르는데 작은 달팽이 한 마리가 어느새 다가와 내게 인사하고 노랠 흥얼거렸어 언젠가 먼 훗날에 저 넓고 거칠은 세상 끝 바다로 갈 거라고 아무도 못 봤지만 기억 속 어딘가 들리는 파도 소리 따라서 나는 영원히 갈래 내 모든 걸 바쳤지만 이젠 모두 푸른 연기처럼 산산이 흩어지고 내게 남아 있는 작은 힘을 다해 마지막 꿈 속에서 모두 잊게 모두 잊게 해 줄 바다를 건널 거야 언젠가 먼 훗날에 저 넓고 거칠은 세상 끝 바다로 갈 거라고 아무도 못 봤지만 기억 속 어딘가 들리는 파도 소리 따라서 나는 영원히 갈래
천둥,FTISLAND (FT아일랜드),눈물이 비가 되었고 내 울음이 천둥이 되어 가슴을 무너뜨리고 가나봐 가지마 제발 떠나지마 마음이 미친 듯이 외쳐봐도 이제는 듣지 못할 사람 하늘아 제발 그 사람 가는 길 힘들지 않도록 혹시나 그 이름을 실수라도 부르지 않도록 사랑아 어떻게든 그 사람 보내주어야 한다 그게 누가 봐도 멋진 남자니까 한숨은 바람이 되어 추억까지 흩뜨려놓고 제 자릴 찾으려 해도 잘 안돼 사랑해 그대를 사랑해 입술이 지금까지 숨겨왔던 다시는 하지 못 할 그 말 하늘아 제발 그 사람 가는 길 힘들지 않도록 혹시나 그 이름을 실수라도 부르지 않도록 사랑아 어떻게든 그 사람 보내주어야 한다 그게 누가 봐도 멋진 남자니까 가슴이 메어져도 하늘아 제발 그 사람 가는 길 힘들지 않도록 혹시나 그 이름을 실수라도 부르지 않도록 영원히 지켜준다던 약속 못 지킬 것만 같다 부디 좋은 사람 만나 행복해 줘
뭐라할까,브리즈,혼자일거라는 생각은 사실 못했었어 죽을 것만 같던 시간도 결국 흘러갔고 너무 쉽게 내게 뱉은 말 행복하다는 말 그 말처럼 너는 나보다 좋아 보였으니 나를 잊지 못했니 살다보니 그랬니 너를 보는 내 마음도 예전같지는 않은데 뭐라할까 나에겐 오직 너만 필요할 것 같았어 그랬어 어느새 나 너없는 시간 익숙해졌고 그렇게 널 지켜 볼 수 있게 됐어 뭔가 있을 거란 생각을 가끔 하기는 해 아무 욕심없는 것처럼 돌아섰던 내게 어쩜 그럴 수 있었을까 그런 생각이지 그래놓고 내게 남겨진 너를 잊기 위해 많은 것을 버렸어 살기 위해 미쳤어 네게 보여주지 않은 나로 살았어 지금은 뭐라할까 나에겐 오직 너만 필요할 것 같았어 그랬어 어느새 나 너없는 시간 익숙해졌고 그렇게 널 지켜 볼 수 있게 됐어 나 없이도 되잖아 이제 나를 벗어나 나를 정말 생각해준다면 그래주겠니 뭐라할까 나에겐 오직 너만 필요할 것 같았어 그랬어 어느새 나 너없는 시간 익숙해졌고 그렇게 널 뭐라할까 나에겐 오직 너만 필요할 것 같았어 그랬어 어느새 나 너 없는 시간 익숙해졌고 그렇게 널 지켜 볼 수 있게 됐어 혼자일거라는 생각은 사실 못했었어 죽을 것만 같던 시간도 결국 흘러갔고
외톨이야,CNBLUE (씨엔블루),외톨이야 외톨이야  외톨이야 외톨이야    봐봐 나를 봐봐 똑바로 내 두 눈을 봐  거봐 이미 너는 딴 곳을 보고 있어  Check it One Two Three  시계 바늘만 쳐다 보는게  말 안해도 다른 사람 생긴걸 알아  요즘 넌 나 아닌 다른 사람과  만남이 잦더라  이제는 먼저 전화도 걸지 않더라  나랑 있을 때는 하루가 1초라도  넌 내 앞에서 요즘 하늘만 보더라  Oh I know your mind 이미  너와 나의 거리  멀어진 그리고 벌어진  남보다 못한 우리 사이  Oh baby  외톨이야 외톨이야 daridiridara du  외톨이야 외톨이야 daridiridara du  외톨이야 외톨이야 사랑에 슬퍼하고  사랑에 눈물짓는 외톨이  Sad Sad Sad Sad Sad Sad Sad Tonight  가슴이 아파  Oh no no no no Nobody knows  마음 몰라  One Two Three Four Five  Six Seven Eight Night  수 많은 밤을 세우며 나를 달래고 있어  차라리 다른 사람 생겼다고  내가 싫으면 싫다고  차라리 솔직하게 말해줬다면  난 너를 죽도록 미워하진 않았을 텐데  Check it One Two Three  네 말을 되새겨 봐도  이리 저리 둘러대는 거짓말이야  Oh baby  외톨이야 외톨이야 daridiridara du  외톨이야 외톨이야 daridiridara du  외톨이야 외톨이야 사랑에 슬퍼하고  사랑에 눈물짓는 외톨이  Sad Sad Sad Sad Sad Sad Sad Tonight  가슴이 아파  Oh no no no no Nobody knows  마음 몰라  One Two Three Four Five  Six Seven Eight Night  수 많은 밤을 세우며 나를 달래고 있어    사랑이 가네 사랑이 떠나네  한 사람을 그리고 한 사랑을  내게는 익숙했던 모든 것들을  이 밤이 가면 널 지워야겠지  그래 나 억지로라도 너를 지워야겠지  날 버린 널 생각하면 그래야겠지  Gone Gone My love is Gone  외톨이야 외톨이야 daridiridara du  외톨이야 외톨이야 daridiridara du  외톨이야 외톨이야 사랑에 아파하고  사랑을 기다리는 외톨이  Sad Sad Sad Sad Sad Sad Sad Tonight  꿈이길 원해  Oh no no no no Nobody knows  날 몰라  One Two Three Four Five  Six Seven Eight Night  수 많은 밤을 세우며 눈물 흘리고 있어
잘할 걸,버스커 버스커,고요하고 어두운 밤이 찾아오면은 난 다시 그대 생각에 니 말투 니 표정 그 하나만 보아도 알 수 있었었는데 근데 왜 나는 네게 찾아가 너에게 너무 많은 걸 뺏고 조금만 더 잘할 걸 조금만 더 참을 걸 그랬지 내가 원한 건 이런 게 아니었는데 도대체 우리가 왜 이렇게 그때는 우리가 완벽했을지라도 지금은 닿을 수 없어 그렇지만 그대여 이것 하나만 제발 부디 기억해줘요 그대여 부디 잊지 말아요 그대가 그때에 외워 두었던 나를 조금만 더 잘할 걸 조금만 더 참을 걸 그랬지 내가 원한 건 이런 게 아니었는데 도대체 우리가 왜 이렇게 조금만 더 잘할 걸 조금만 더 참을 걸 그랬지 내가 원한 건 이런 게 아니었는데 도대체 우리가 왜 이렇게 어눌한 목소리와 어색한 표정 그 말투는 네게는 익숙해질 그리운 모습이란 걸 넌 알고 있니 어눌한 목소리와 어색한 표정 그 말투는 네게는 익숙해질 그리운 모습이란 걸 넌 기억하고 있니
사랑 결코 시들지 않는...,서문탁,기억해줘 널 사랑한 한 슬픈 영혼이 여기있었다는 걸 이젠 너의 곁을 지킬수 없는 날 죽었다고 생각해 사랑없는 삶 그것과 같을테니  무너지는 날 용서하길 바래 이렇게 너를 잊을 순 없었어 그저 술에 취해 너를 잊어버리는 건 내가 무너져 너를 지우는 것  언젠간 너를 잃고 살아가게 되겠지만 시간이 너를 떠나가게 만들겠지만 나는 그것조차 아플 것 같아 널 잊는 나의 모습이 하지만  기억해줘 널 사랑한 한 슬픈 영혼이 여기 있었다는 걸 이젠 너의 곁을 지킬수 없는 날 죽었다고 생각해 사랑없는 삶 그것과 같을테니  언젠간 너를 잃고 살아가게 되겠지만 시간이 너를 떠나가게 만들겠지만 나는 그것조차 아플 것 같아 널 잊는 나의 모습이 하지만  기억해줘 저 하늘이 너를 되돌려줄 그날 다시온다면 두번 다시는 이렇게 힘없이 너를 잃진 않겠어 나 없는 그 곳 보낼수가 없으니  슬퍼하지마 이별이 아냐 잠시 우리 사랑 쉬고 있을뿐 -  기억해줘 널 사랑한 한 슬픈 영혼이 여기있었다는 걸 이젠 너의 곁을 지킬수 없는 날 죽었다고 생각해 사랑없는 삶 그것과 같을테니  오 나의 마지막 순간이 이보다 더 행복할 순 없으니 그댈 난 사랑해 -
인형의 꿈,러브홀릭,그대 먼 곳만 보네요 내가 바로 여기 있는데 조금만 고개를 돌려도 날 볼 수 있을텐데 처음엔 그대로 좋았죠 그저 볼 수만 있다면 하지만 끝없는 기다림에 이젠 난 지쳐가나봐 한 걸음 뒤엔 항상 내가 있었는데 그대 영원히 내 모습 볼 수 없나요 나를 바라보면 내게 손짓하면 언제나 사랑할텐데 난 매일 꿈을 꾸죠 함께 얘기 나누는 꿈 하지만 그 후에 아픔을 그대 알 수 없죠 한 걸음 뒤엔 항상 내가 있었는데 그대 영원히 내 모습 볼 수 없나요 나를 바라보면 내게 손짓하면 언제나 사랑할텐데 사람들은 내게 말했었죠 왜 그토록 한 곳만 보는지 난 알 수 없었죠 내 마음을 작은 인형처럼 그대만을 향해 있는 나 한 걸음 뒤엔 항상 내가 있었는데 그대 영원히 내 모습 볼 수 없나요 나를 바라보면 내게 손짓하면 언제나 사랑할텐데 영원히 널 지킬텐데
지독하게,FTISLAND (FT아일랜드),아무 표정 없이 아무렇지 않게 그렇게 널 보내주길 매일 연습해봐도 어색하기만 하고 웃음을 보이며 몰래 우는 법도 매일 연습해 봤지만 떨리는 목소리에 금새 들킬 것만 같아 사랑하는 것 보단 이별 하는 게 아마 수천 배 수만 배는 힘든데 너 없이 못 사는 바보인데 어쩌라고 지독하게 너무 지독하게 너를 사랑했나 봐 숨도 못 쉬고 너만 찾는데 도대체 언제쯤 그만 둘 수 있는지 지독하게 너무 지독하게 너만 사랑했나 봐 널 보내기가 내겐 죽기보다 더 힘든 지독한 일인 것 같아 아무리 아파도 아무렇지 않게 그렇게 하루를 보내길 그저 익숙해 지길 매일 연습해 봤지만 어차피 너를 잊진 못할 것 같아 고칠 수 없는 병에 아프다 해도 너 없이 못사는 바보인데 어쩌라고 지독하게 너무 지독하게 너를 사랑했나 봐 숨도 못 쉬고 너만 찾는데 도대체 언제쯤 그만 둘 수 있는지 지독하게 너무 지독하게 너만 사랑했나 봐 널 보내기가 내겐 죽기보다 더 힘든 지독한 일인 것 같아 차라리 이럴 거면 사랑조차 말걸 언제쯤엔 잊을까 미련하게 너무 미련하게 너만 사랑 했나 봐 다른 사랑은 꿈도 못 꾸게 하는 너만 너밖에 모르는 바보인데 어쩌라고 지독하게 너무 지독하게 너와 이별하나 봐 잘 가란 말이 뭐가 어려워 입술조차 떼지 못하고 머뭇거려 지독하게 너무 지독하게 너를 이별하나 봐 흉터보다 더 깊이 가슴에 남아 너를 지울 수 없을 것 같아
비망록 (스물의노래),버즈,아름답다고 난 스물의 세상을 꿈꿨지 오늘부터 다 날 어른으로 부르네 어제 오늘은 단 하루가 차이 날 뿐인데 마치 꿈인 듯 다 변했어 알았던 모든것은 전부 허구였어 꿈이란 결코 마법처럼 되지않아 칼과 창 방패에 말을 타는 서부의 총잡이 돼볼까 순례자든 방랑자든 다 밀림의 도시 벗어나 볼까 난 또 다른 삶의 길 위에서 새로운 방황을 시작해 스무살의 어린 비망록 난 펼쳐드네 나의 노래로 조금 서툴게 되고 싶은것 또 하고픈 일들을 알았네 왠지 자꾸만 난 불안해 알았던 모든것은 전부 허구였어 꿈이란 결코 마법처럼 되지 않아 저 거친 들판에 모래바람 다지는 소 떼를 몰거야 투우사든 집시 또는 나 돈키호테도 괜찮을거야 난 세상에 발을 딛고 서는 평범한 일상이 싫은 걸 다른 삶의 오직 나만의 길을 가고싶어 나를 꿈꾸며 칼과 창 방패에 말을 타는 서부의 총잡이 되볼까 순례자든 방랑자든 다 밀림의 도시 벗어나 볼까 나 세상에 발을 딛고 서는 평범한 일상이 싫은 걸 다른 삶의 오직 나만의 길을 가고싶어 나를 꿈꾸며
