Title,Singer,Lyric
예뻐서 그래,스탠딩 에그,이미 알고 있는데 너는 아닌 척을 해 시선을 피해 항상 나보다 늦게 먼저 말해봐 내가 안아줄게 그때가 언제일까 까마득해 기다리고 있다는 걸 알지만 너보다 내가 더 원하지만 슬쩍 밀어내면 당황하는 네가 티 날까 봐 조심하는 네가 예뻐서 그래 빨간 얼굴에 까만 눈에 감춰진 그 사랑이 지금 나라는 게 설레서 그래 아무도 모르게 자꾸 두근대 미안하기도 하지만 조금만 더 아끼다가 말해줄게 난 널 원해 조금만 더 감추다가 보여줄게 한꺼번에 얼굴에 다 써있는데 자꾸 아닌척을해 대답을 피해 네 맘과는 다르게 영화 보고 싶은데 시간 어때 볼 사람이 없는데 너는 어때 기다리고 있다는 걸 알지만 너보다 내가 더 원하지만 슬쩍 당겨주면 좋아하는 네가 티 날까 봐 조심하는 네가 예뻐서 그래 빨간 얼굴에 까만 눈에 감춰진 그 사랑이 지금 나라는 게 설레서 그래 아무도 모르게 자꾸 두근대 미안하기도 하지만 조금만 더 아끼다가 말해줄게 난 널 원해 조금만 더 감추다가 보여줄게 한꺼번에 예뻐서 그래 설레서 그래 아무도 모르게 예뻐서 그래 설레서 그래 아무도 모르게 미안하기도 하지만 조금만 더 아끼다가 말해줄게 난 널 원해 조금만 더 감추다가 보여줄게 한꺼번에 조금만 더 아끼다가 말해줄게 난 널 원해
우산이 두갠데,윤딴딴,비 오는 거릴 걷다가 문득 나는 생각 조금 늦은 날 기다릴 너 조금씩 빨라진 걸음에 나는 더 숨이 가빠 와 감춰도 감춰 지지 않는 그 사랑 섞인 말투로 왜 이리 늦었냐 묻는 너는 우산을 접고 내 안으로 들어와 이렇게 비가 오는 날엔 나는 너의 손을 꼭 잡고 멀리멀리 날아가고 싶어 우산이 두 갠데 우린 하나만을 쓰고 이 길을 걷고 걷고 걷고 걸어 비 오는 거릴 걷고 있는 너와 나의 시간은 너무 빠른 건지 조금씩 느려 진 걸음의 우리 둘 걷는 곳 발 닿는 곳 마다 너와 만들을 추억이 오래오래 내 맘 깊은 곳 종소리로 울려 퍼졌음 좋겠어 이렇게 비가 오는 날엔 나는 너의 손을 꼭 잡고 멀리멀리 날아가고 싶어 우산이 두 갠데 우린 하나만을 쓰고 이 길을 걷고 걷고 걷고 걸어 비가 오는 날엔 내리는 빗 속 우산에 내리는 빗 속 우산에 우리 내리는 빗 속 우산에 내리는 빗 속 우산에 우리 내리는 빗 속 우산에 내리는 빗 속 우산에 우리 내리는 빗 속 우산에 내리는 빗 속 우산에 우리
그날들,김광석,그대를 생각하는 것만으로 그대를 바라볼 수 있는 것만으로 그대의 음성을 듣는 것만으로도 기쁨을 느낄 수 있었던 그날들 그대는 기억조차 못하겠지만 이렇듯 소식조차 알 수 없지만 그대의 이름을 부르는 것만으로도 눈물이 흐르곤 했었던 그날들 잊어야 한다면 잊혀지면 좋겠어 부질없는 아픔과 이별할 수 있도록 잊어야 한다면 잊혀지면 좋겠어 다시 돌아올 수 없는 그대를 잊어야 한다면 잊혀지면 좋겠어 부질없는 아픔과 이별할 수 있도록 잊어야 한다면 잊혀지면 좋겠어 다시 돌아올 수 없는 그대를 잊어야 한다면 잊혀지면 좋겠어 부질없는 아픔과 이별할 수 있도록 잊어야 한다면 잊혀지면 좋겠어 다시 돌아올 수 없는 그대를 잊어야 한다면 잊혀지면 좋겠어 부질없는 아픔과 이별할 수 있도록 잊어야 한다면 잊혀지면 좋겠어 다시 돌아올 수 없는 그대를 그대를 생각하는 것만으로 그대를 바라볼 수 있는 것만으로 그대의 음성을 듣는 것만으로도 기쁨을 느낄 수 있었던 그날들 그렇듯 사랑했던 것만으로 그렇듯 아파해야 했던 것만으로 그 추억 속에서 침묵해야만 하는 다시 돌아올 수 없는 그날들
내 사랑아,이종현,창밖에 비가 내리면 감춰둔 기억이 내 맘을 적시고 잊은 줄 알았던 사람 오히려 선명히 또 다시 떠올라 내 사랑아 사랑아 그리운 나의 사랑아 목놓아 불러보지만 듣지도 못하는 사랑 내 사랑아 사랑아 보고픈 나의 사랑아 그대 이름만으로도 베인 듯 아픈 사랑아 내 사랑아 창가에 어둠이 오면 숨겨 논 추억이 내 맘을 밝히네 내 사랑아 사랑아 그리운 나의 사랑아 목놓아 불러보지만 듣지도 못하는 사랑 내 사랑아 사랑아 보고픈 나의 사랑아 그대 이름만으로도 베인 듯 아픈 사랑아 내 사랑아 우리 함께 웃음 지었던 순간 우리 함께 눈물 흘렸던 순간 이제 그만 보내지만 내 사랑아 사랑아 고마운 나의 사랑아 내 전부 다 지운대도 가슴에 남겨질 사랑 내 사랑아 사랑아 소중한 나의 사랑아 내 숨이 다 할 때까지 간직할 나의 사랑아 내 사랑아
Rain,김예림 (Lim Kim),지금 막 소리 내어 울려고 해요 때마침 비가 와서 침대보 눅눅해서 그 참에 얼굴 묻어 그래서 습도 1도 올라가 Rain 추억이 아직 없어요 난 고작 스무 살 여자뿐이어서 Rain 이어폰 속의 비 노래를 부르는 가수 그녀는 뭐 그리 슬픈지 왜 그리 울먹이는 건지 Rain 무감각한 날 용서해 슬픈 영화에 모두 울진 않아요 Rain 기분에 따라 그대가 좋고 싫고 해요 근데 지금 막 눈물이 흐르려고 해요 때마침 비가 와서 물기가 자연스러 굴절이 자연스러 코 맹맹한 게 자연스러 지금 막 소리 내어 울려고 해요 때마침 비가 와서 침대보 눅눅해서 그 참에 얼굴 묻어 그래서 습도 1도 올라가 지금 막 눈물이 흐르려고 해요 때마침 비가 와서 물기가 자연스러 굴절이 자연스러 코 맹맹한 게 자연스러 지금 막 소리 내어 울려고 해요 때마침 비가 와서 침대보 눅눅해서 그 참에 얼굴 묻어 그래서 습도 1도 올라가 Rain 추억이 아직 없어요 난 고작 스무 살 여자뿐이어서 Rain 이어폰 속의 비 노래를 부르는 가수 그녀는 뭐 그리 슬픈지 왜 그리 울먹이는 건지 이젠 그만
널 사랑하겠어,동물원,내 뜨거운 입술이 너의 부드러운 입술에 닿길 원해 내 사랑이 너의 가슴에 전해지도록 아직도 나의 마음을 모르고 있었다면은 이 세상 그 누구보다 널 사랑하겠어 널 사랑하겠어 언제까지나 널 사랑하겠어 지금 이 순간처럼 이 세상 그 누구보다 널 사랑하겠어 어려운 얘기로 너의 호기심을 자극할 수도 있어 그 흔한 유희로 이 밤을 보낼 수도 있어 하지만 나의 마음을 이제는 알아줬으면 해 이 세상 그 누구보다 널 사랑하겠어 널 사랑하겠어 언제까지나 널 사랑하겠어 지금 이 순간처럼 이 세상 그 누구보다 널 사랑하겠어 널 사랑하겠어 언제까지나 널 사랑하겠어 지금 이 순간처럼 이 세상 그 누구보다 널 사랑하겠어 널 사랑하겠어 언제까지나 널 사랑하겠어 지금 이 순간처럼 이 세상 그 누구보다 널 사랑하겠어
서울 이곳은,로이킴,아무래도 난 돌아가야겠어 이곳은 나에게 어울리지 않아 화려한 유혹 속에서 웃고 있지만 모든 것이 낯설기만 해 외로움에 길들여진 후로 차라리 혼자가 마음편한 것을 어쩌면 너는 아직도 이해 못하지 내가 너를 모르는 것처럼 언제나 선택이란 둘 중에 하나 연인 또는 타인뿐인걸 그 무엇도 될 수 없는 나의 슬픔을 무심하게 바라만 보는 너 처음으로 난 돌아가야겠어 힘든 건 모두가 다를 게 없지만 나에게 필요한 것은 휴식뿐이야 약한 모습 보여서 미안해 하지만 언젠가는 돌아올 거야 휴식이란 그런 거니까 내 마음이 넓어지고 자유로워져 너를 다시 만나면 좋을 거야 처음으로 난 돌아가야겠어 힘든 건 모두가 다를 게 없지만 나에게 필요한 것은 휴식뿐이야 약한 모습 보여서 미안해 약한 모습 보여서 미안해
내가 만일,안치환,내가 만일 하늘이라면 그대 얼굴에 물들고 싶어 붉게 물든 저녁 저 노을처럼 나 그대 뺨에 물들고 싶어 내가 만일 시인이라면 그댈 위해 노래하겠어 엄마 품에 안긴 어린아이처럼 나 행복하게 노래하고 싶어 세상에 그 무엇이라도 그대위해 되고 싶어 오늘처럼 우리 함께 있음이 내겐 얼마나 큰 기쁨인지 사랑하는 나의 사람아 너는 아니 워 이런 나의 마음을 내가 만일 구름이라면 그대위해 비가 되겠어 더운 여름날의 소나기처럼 나 시원하게 내리고 싶어 세상에 그 무엇이라도 그대위해 되고싶어 오늘처럼 우리 함께 있음이 내겐 얼마나 큰 기쁨인지 워 세상에 그 무엇이라도 그대위해 되고싶어 오늘처럼 우리 함께 있음이 내겐 얼마나 큰 기쁨인지 사랑하는 나의 사람아 너는 아니 워 이런 나의 마음을 이런 나의 마음을
인공잔디,AKMU (악뮤),나도 숨 쉬고 싶어 나에게는 해도 물도 필요하지 않아 그런 거 없이도 배부르게 살 수 있으니까 나에게는 시들 걱정 필요하지 않아 밟히고 뭉개져도 내 색을 잃지 않으니까 모든 게 좋아 보여 All things I have are looking good looking good 하지만 내가 행복 하지 못했던 이유는 You know why 나도 숨 쉬고 싶어 비를 삼키고 뿌리를 내고 싶어 정말 잔디처럼 정말 잔디처럼 바람이 불면 간지러워하는 들판을 봐 흔들거려도 내 풀잎은 느껴지지 않아 흙 땅과 맞닿은 맨살에 부끄러워하는 저 풀들과 다르게 난 생기가 돌지 않아 그들은 좋아 보여 All things they have are looking good looking good 시들어가는 모습도 아름다운 이유는 You know what 나도 숨 쉬고 싶어 비를 삼키고 뿌리를 내고 싶어 정말 잔디처럼 정말 잔디처럼 빛 없이 물 없이 영원할 것 같았던 나의 잔뜩 상해버린 가짜 풀잎이 뜯겨지네 나도 숨 쉬고 싶어 비를 삼키고 뿌리를 내고 싶어 정말 잔디처럼 정말 잔디처럼 나도 느끼고 싶어 살아있다고 하늘을 펄럭이고 싶어 잔디처럼 정말 잔디처럼
여름밤,헤르쯔 아날로그 (Herz Analog),뜨겁던 해는 지고 선선한 바람이 부는 여름 밤 어둠으로 물든 하늘엔 식은 공기만 있어 풀벌레 우는 소리 그네에 앉아 듣는 여름밤 그늘이란 없는 따가운 햇살 같던 나의 일상 긴 오후가 가 버리고 하루의 끝자락에 있지만 가로등 불빛 아래서 나의 하루를 아직 끝내지 못하고 서성이고 있어 부드러운 바람이 불면 슬며시 눈을 감아 무더웠던 나의 하루를 어루만져주는 여름밤 향기로운 바람이 불면 살며시 미소를 지어 무더웠던 나의 하루를 어루만져주는 여름밤 부드러운 바람이 불면 슬며시 눈을 감아 무더웠던 나의 하루를 어루만져주는 여름밤 향기로운 바람이 불면 살며시 미소를 지어 무더웠던 나의 하루를 어루만져주는 여름밤
그녀가 처음 울던 날,김광석,그녀의 웃는 모습은 활짝핀 목련꽃같애 그녀만 바라보면 언제나 따듯한 봄날이었지 그녀가 처음울던날 난 너무 깜짝놀랐네 그녀의 고운 얼굴 가득히 눈물로 얼룩이 졌네 아무리 괴로워도 웃던 그녀가 처음으로 눈물 흘리던날 온세상 한꺼번에 무너지는듯 내 가슴 답답했는데 이젠 더 볼 수가 없네 그녀의 웃는 모습을 그녀가 처음으로 울던날 내곁을 떠나갔다네 아무리 괴로워도 웃던 그녀가 처음으로 눈물 흘리던날 온세상 한꺼번에 무너지는듯 내가슴 답답했는데 이젠 더 볼 수가 없네 그녀의 웃는 모습을 그녀가 처음으로 울던날 내 곁을 떠나갔다네 그녀가 처음으로 울던날 내곁을 떠나갔다네
밥 한 끼 해요 (Feat. 윤보미 of Apink),윤현상,나와 밥 한 끼 해요 내게 21분 30초만 내어 줘요 커피도 마셔 주면 좋겠지만 그 정도로도 괜찮아요 그대가 좋아하는 음식은 나도 그 날만큼은 전부 좋아할게요 브런치 치즈퐁듀 까르보나라 매일 내가 먹던 거예요 그대가 좋아할 거리도 미리 알아 놨어요 그대가 원한다면 나 계속 노래해 줄게 그러니까 나와 밥 한 끼 해요 내게 21분 30초만 내어 줘요 커피도 마셔 주면 좋겠지만 그 정도로도 괜찮아요 그대가 좋아할 가게도 미리 알아 놨어요 그대가 원한다면 나 계속 노래해 줄게 그러니까 웬만하면 오늘 같이 나와 밥 한 끼 해요 내게 21분 30초만 내어 줘요 커피도 마셔 주면 좋겠지만 그 정도로도 괜찮아요 나와 밥 한 끼 해요 나와 밥 한 끼 해요 나와 밥 한 끼 해요 나와 밥 한 끼 해요 영화도 같이 본다면 좋겠지만 그 정도로도 충분해 나와 함께 밥 한 끼 해요 화창한 날씨도 참 좋아 그대와 함께 먹는 무엇이라도 정말 내 입에 딱이에요 그댈 좀 더 알고 싶어요 나와 밥 한 끼 해요
오늘밤은 어둠이 무서워요,10CM,오늘밤은 혼자 있기가 무서워요 창문을 여니 바람 소리가 드세요 사람들은 나를 보살펴 주지 않어 잠들때까지 날 떠나지 말아줘요 꾸물거리는 저기 벌레를 잡아줘요 잡은 휴지는 꼭꼭 구겨 창문밖에 던져 버려줘 오늘의 나는 절대 결코 강하지 않어 그냥 오늘밤만 네게 안겨서 불러주는 자장 노랠 들을래 오늘밤은 혼자잠들기 무서워요 저기 작은 방에 무언가 있는 거같어 잠깐만요 나 원래 이런사람 아냐 잠들때까지 집에 가지 말아줘요 혹시 모르니 저기 대문을 잠가줘요 들어올때는 불을 끄고 방문을 반쯤 열어줘 오늘의 나는 절대 결코 강하지 않어 그냥 오늘밤만 네게 안길래 혹시나 내가 못된 생각 널 갖기 위한 시커먼 마음 의심이 된다면 저 의자에 나를 묶어도 좋아 창밖을 봐요 비가 와요 지금 집에 가긴 틀렸어요 버스도 끊기고 여기까진 택시도 안와요 오늘밤은 혼자 있기가 무서워요 잠들때까지 머릿결을 만져줘요 믿어줘요 나 원래 이런사람 아냐 그냥 오늘밤만 네게 안겨서 불러주는 자장노랠 들을래 제발 오늘밤만 가지 말아요
사랑은 은하수 다방에서,AKMU (악뮤),사랑은 은하수 다방 문 앞에서 만나 홍차와 냉커피를 마시며 매일 똑같은 노래를 듣다가 온다네 그대는 물에 젖지 않은 성냥개비 같죠 아무리 싫은 표정 지어도 불타는 그 마음을 감출 수가 없다네 그대 나에게 무슨 말이라도 해주오 나는 찻잔에 무지개를 띄워주리 하루도 이틀도 사흘도 배겨낼 수가 없네 못살고 못 죽고 그대 없는 홍대 상수동 신촌 이대 이태원 걸어 다닐 수도 없지 오늘도 어김없이 등장한 그이네 엎어져 자던 이수 눈이 트이네 남자만 떴다 하면 뒤돌아 눈웃음 연습 샤랄라 뿅 앞뒤 모습이 다른 너 모두가 귀여워 귀여워 하더라 질투하는 게 아니야 나는 너 미여워 밉단 말이야 어쩜 어설프게 다리 꼰 모습도 재력 있어 보여 메뉴판 보며 아니꼰 표정도 매력 있어 보여 아 정신 좀 차리게나 못난아 열심히 해야지 너나 나나 여봐 커피 물 덜 끓였어 또 덕에 내 잔소린 크레셴도 하루도 이틀도 사흘도 배겨낼 수가 없네 못살고 못 죽고 그대 없는 미국 캐나다 몽골 울란바토르 날아다닐 수도 없지 사랑은 은하수 다방 문 앞에서 만나 홍차와 냉커피를 마시며 악동뮤지션 노래를 듣다가 온다네 사랑은 은하수 다방 문 앞에서 만나 홍차와 냉커피를 마시며 매일 똑같은 노래를 듣다가 온다네 그대 그대 그대 그대 그대 그대 그대 그대 그대 대박 대박
네가 좋아 (Feat. 박원 Of 원모어찬스),안녕하신가영,우리 만나기로 한 어떤 날 조금 일찍 도착해서 너를 기다려 왠지 비슷한 옷일 것만 같아 약속한 시간이 다가오고 수많은 사람들 속에도 네가 보여 그 순간 시간이 멈춰버릴 것만 같아 나는 환하게 웃는 네가 좋아 밝게 웃는 네가 좋아 둘이서 손잡고 고른 영화가 재미없어도 그냥 좋아 나는 맛있게 먹는 네가 좋아 그런 널 보고만 있어도 웃음이 나 사실은 난 그냥 네가 좋아 나는 환하게 웃는 네가 좋아 밝게 웃는 네가 좋아 둘이서 손잡고 고른 영화가 재미없어도 그냥 좋아 나는 맛있게 먹는 네가 좋아 그런 널 보고만 있어도 웃음이 나 사실은 난 그냥 정말로 난 그냥 진짜로 난 그냥 네가 좋아 네가 좋아
나 그대의 사랑이 되리 (선잠),제이레빗(J Rabbit),그대 그 밤의 작은 불빛 외로움 짙은 차가운 밤 부질없는 욕심에 눈물을 삼킨날도 많았소 우리의 사랑이 시작되고 그대 손 마주잡고 함께한다면 이 세상 어떤 것 이라도 견뎌내리라 나 약속하겠소 언젠가 우리 삶이 힘겨울 때 세월이 지나고 아득한 그 향기가 잊혀져 간대도 사랑해 그대를 사랑해 오 나 그대의 향기가 되리 언젠가 우리 삶이 힘겨울 때 세월이 지나고 우리 지난 날 들이 바래져 간대도 사랑해 그대를 사랑해 오 나 그대의 추억이 되리 나 그대의 사랑이 되리
매력있어,AKMU (악뮤),매력 있어 내가 반하겠어 다이어트 중 마주친 치킨보다 더 매력 있어 어쩔 땐 바삭한 어쩔 땐 매콤한 반전의 그대여 매력 있어 내가 반하겠어 대대대대대기업 회장비서 보다 더 매력 있어 겨울밤 뜨끈한 오뎅 국물보다 매력 있어 네 어떤 면이 도대체 내 맘을 따뜻하게 하는지 회장비서 보다 더 매력 있어 크지 않은 눈 오똑하지 않은코 하지만 이게 뭐야 난 네게 빠져 버렸어 도대체 뭐야 날 이렇게 만든 네 정체가 뭐야 마법사 마술사 아님 어디서 매력학과라도 전공하셨나 어서 벗어 비호감 티는 어서 벗어 매력있는 자들만 탈 수 있는 콜롬버스 타고 나만의 매력을 이 세상 저 세상에 어필해 어서 벗어 비호감 티는 어서 벗어 다다다단번에 내 눈에 들었어 내가 찜꽁했어 햇볕 아래 사막 오아시스보다 눈에 띄었어 이런 메마른 내 마음을 축여줄 단비 같은 그대여 매력 있어 내가 반하겠어 매력 있어 매력 있어 도대체 뭐야 날 이렇게 만든 네 정체가 뭐야 마법사 마술사 아님 어디서 매력학과라도 전공하셨나 매력 있어 내가 반하겠어 다이어트 중 마주친 치킨보다 더 매력 있어 어쩔 땐 바삭한 어쩔 땐 매콤한 반전의 그대여 매력 있어 내가 반하겠어
취미는 사랑 (Album Ver.),가을방학,미소가 어울리는 그녀 취미는 사랑이라 하네 만화책도 영화도 아닌 음악 감상도 아닌 사랑에 빠지게 된다면 취미가 같으면 좋겠대 난 어떤가 물었더니 미안하지만 자기 취향이 아니라 하네 주말에는 영화관을 찾지만 어딜 가든지 음악을 듣지만 조금 비싼 카메라도 있지만 그런 걸 취미라 할 수는 없을 것 같대 좋아하는 노래 속에서 맘에 드는 대사와 장면 속에서 사람과 사람 사이 흐르는 온기를 느끼는 것이 가장 소중하다면서 물을 준 화분처럼 웃어 보이네 미소가 어울리는 그녀 취미는 사랑이라 하네 얼마나 예뻐 보이는지 그냥 사람 표정인데 몇 잔의 커피값을 아껴 지구 반대편에 보내는 그 맘이 내 못난 맘에 못내 맘에 걸려 또 그만 들여다보게 돼  내가 취미로 모은 제법 값 나가는 컬렉션 그녀는 꼭 남자애들이 다투던 구슬 같대 그녀의 눈에 비친 삶은 서투른 춤을 추는 불꽃 따스함을 전하기 위해 재를 남길 뿐인데 미소가 어울리는 그녀 취미는 사랑이라 하네
내일을 묻는다 (Album Edit),제이레빗(J Rabbit),시간을 맴돌아 그 어릴 적 꿈꾸던 곳에 익숙한 목소리 작은 소녀가 소소한 발걸음에 부르던 콧노래  아무도 모르는 비밀의 문에 들어가 마음 가득 소망을 담아 행복한 미소 짓고 몰래 눈물도 훔치고 오늘 이 노래를 부른다 아득한 시간을 되돌아보고 모든 게 선명하지 않더라도 소중했던 추억이 기억들을 지워버린 나의 지난 날들이 또 다른 내일을 묻는다  아무도 모르는 비밀의 문에 들어가 마음 가득 소망을 담아 행복한 미소 짓고 몰래 눈물도 훔치고 오늘 이 노래를 부른다 아득한 시간을 되돌아보고 모든 게 선명하지 않더라도 소중했던 추억이 기억들을 지워버린 나의 지난 날들이 또 다른 내일을 묻는다  모든게 선명하지 않더라도 소중했던 추억이 기억들을 지워버린 나의 지난 날들이 또 다른 내일을 묻는다
다리꼬지마,AKMU (악뮤),다리꼬지마 다 다리꼬지마 다리꼬지마 다 다리꼬지마 다리꼬지마 다 다리꼬지마 Oh Ohh 네가 시크를 논해서 내 본능을 건드려 앞뒤 안 가리고 다리 치켜들고 반대 다리에 얹어 다릴 꼬았지 아니꼬왔지 내 다리 점점 저려오고 피가 안 통하는 이 기분 네가 도도를 논해서 내 본능을 건드려 주먹 불끈 쥐고 책상 내리치고 모두를 주목시켜 다릴 꼬았지 배배 꼬였지 발가락부터 시작돼 성장판 닫히는 이 기분 거들먹거들먹 거리는 너의 그 모습에 내가 진리다 라는 그 눈빛 가득한 모습에 괜한 승부욕이 불타올라 짧은 다릴 쭉 뻗고 다리 꼬았지 시내에 나가 보다 보면은 여기저기 알록달록 thick or thin한 여러 색깔 종류 치마 바지들 중에서도 튀고 튀는 요염한 다리들 다리 꼬고 시내 외각 벤치에 앉아 누굴 기다리는지 초조한 표정을 짓는 줄 알았더니만 그게 아니었더라 다리 저려 그러는 거라나 다리꼬지마 다 다리꼬지마 다리꼬지마 다 다리꼬지마 다리꼬지마 다 다리꼬지마 다리꼬지마 다 다리꼬지마 다 다리꼬지마 다 다리꼬지마 다
2 Years Apart,에디킴,못 참겠어 제대하고 만나고 싶은데 휴가 때마다 널 꼬시는 걸 기다려줘 그 동안은 남자 만나도 돼 대신 22시 전에 들어가 간만에 클럽이나 가볼까 옷장에서 Swag 나는 재킷을 입고 딱 그때 내 앞에 다른 남자와 있는 그녀 상관없어 Someday she's gonna come back to me Empty heart 외로운 밤의 연속 Tell me why 전활 받지 않는 이유 My love 보고 싶은데 2 years apart oh 2 years apart 2 years apart god sake it's too long 못 참겠어 제대 아직 한참 먼 일인데 너의 인내력을 난 아는데 걔는 안 돼 예전부터 너를 노려왔어 22시 후엔 전화 받지 마 It would be hard to stay with me 2 years apart Baby just 2년 만이야 못 참겠어 근무 중에 달에게 말했어 네가 너무나 보고 싶다고 전해주오 멋진 모습으로 나타날게 다음 보름달 전 꼭 휴가 나갈게 It would be hard to stay with me 2 years apart It would be hard to stay with me 2 years apart It would be hard to stay with me 2 years apart Baby 2년 만이야 못 참겠어 제대하고 만나고 싶은데 휴가 때마다 널 꼬시는 걸 기다려줘 그동안은 남자 만나도 돼 대신 24시간 널 사랑해 오직 너를 위한 2 years apart
대화가 필요해,바닐라 어쿠스틱,또 왜 그러는데 뭐가 못마땅한데 할 말 있으면 터놓고 말해봐 너 많이 변했어 내가 뭘 어쨌는데 첨엔 안 그랬는데 첨에 어땠었는데 요새는 내가 하는 말투랑 화장과 머리 옷 입는 것까지 다 짜증나나봐 그건 네 생각이야 우리 서로 사랑한지도 어느덧 10개월 매일 보는 얼굴 싫증도 나겠지 나도 너처럼 나 좋다는 사람 많이 줄 섰어 간다는 사람 잡지 않아 어디 한 번 잘해봐 근데 그놈의 정이 뭔지 내 뜻대로 안돼 맘은 끝인데 몸이 따르질 않아 아마 이런 게 사랑인가봐 널 사랑하나봐 지금부터 내 말을 들어봐 넌 집착이 심해 그건 집착이 아냐 나를 너무너무 구속해 그럼 너도 나를 구속해 우린 결혼한 사이도 아닌데 마치 와이프처럼 모든 걸 간섭해 너의 관심 끌고 싶어서 내 정든 긴 머리 짧게 치고서 웨이브 줬더니 한심스러운 너의 목소리 나이 들어 보여 난 너의 긴 머리 때문에 너를 좋아했는데 네가 너무 보고 싶어서 전화를 걸어 날 사랑하냐고 물어봤더니 귀찮은 듯한 너의 목소리 나 지금 바빠 듣고 보니 내가 너무 미안해 대화가 필요해 이럴 바엔 우리 헤어져 내가 너를 너무 몰랐어 그런 말로 넘어 가지마 항상 내 곁에 있어서 너의 소중함과 고마움까지도 다 잊고 살았어 대화가 필요해 우린 대화가 부족해 서로 사랑하면서도 사소한 오해 맘에 없는 말들로 서로 힘들게 해 너를 너무 사랑해 대화가 필요해
라면인건가,AKMU (악뮤),오늘 아침에도 내가 뭘 했는지를 몰라 아니 내게 아침이란 게 있나 한 아마 12시쯤에 인났었지 달력을 보니 오늘은 고백데이래 창밖에 남자 여자에게 고백해 난 친구에게 내 잘못을 고백해 십이시간을 넘게 자도 일어나보면 졸려 매일 똑같은 하루 이런 날 보면 질려 걷는 게 귀찮아서 배로 누운 그대로 여기저기 닦다보니 안 해도 돼 걸레로 청소말이야 계란말이 하나 밥상에 올라가도 이게 웬 떡이야 그림의 떡이야 날마다 찬장을 열어보면 어제 먹고 남은 반 쪼가리 라면인건가 라면인건가 라면인건가 오늘도 내 점심은 라면인건가 라면인건가 라면인건가 오늘 아침에도 내가 뭘 했는지를 몰라 아니 내게 아침이란 게 있나 한 아마 12시쯤에 인나 커튼 사이로 해가 빛나면 나도 신나서 양치도 안하고 놀다가 밤이 돼서야 후회를 하지 사실 내 맘은 이렇지 않은데 하고 싶은 거 많고 그 곳에 몸을 담고 의미 있는 일분을 살고 싶어도 시간은 가는데 하루 종일 티비가 켜져 있어 그 속엔 웃음이 가득하지만 티비에 비추는 내 모습은 점점 비만이 돼 가 나의 미래가 being like 띵띵 불어버린 라면인건가 라면인건가 라면인건가 라면인건가 라면인건가 라면인건가 오늘도 내 점심은 라면인건가 라면인건가 라면인건가 Let's Go
나의 노래,김광석,아무 것도 가진 것 없는 이에게 시와 노래는 애달픈 양식 아무도 뵈지 않는 암흑속에서 조그만 읊조림은 커다린 빛 나의 노래는 나의 힘 나의 노래는 나의 삶 자그맣고 메마른 씨앗속에서 내일의 결실을 바라보듯이 자그만 아이의 읊음 속에서 마음의 열매가 맺혔으면 나의 노래는 나의 힘 나의 노래는 나의 삶  거미줄처럼 얽힌 세상속에서 바람에 나부끼는 나무가지처럼 흔들리고 넘어져도 이세상속에는 마지막 한방울의 물이 있는 한 나는 마시고 노래하리 나는 마시고 노래하리 수많은 진리와 양심의 금문자 찬란한 그빛에는 멀지 않으리 이웃과 벗들의 웃음속에는 조그만 가락이 울려 나오면 나는 부르리 나의 노래를 나는 부르리 가난한 마음을 그러나 그대 모두 귀기울일 때 노래는 멀리 멀리 날아가리 노래는 멀리 멀리 날아가리
햇살이 아파 (With 한소현 Of 3rd Coast),스탠딩 에그,햇살이 아파 너와 함께걷던 거리가 아파 내귓가에 스친 노래가 아파 나도 모르게 길을걷다가 자꾸 눈물이 나는걸 널 더많이 사랑했다면 내맘을 먼저 열었다면 지금 우린 달라졌을까 네가 만약 아직 혼자라면 내가 다가가도 된다면 예전처럼 우리가 다시 사랑할수 있을까 나에게서 멀어지던 내시선 끝에 네가 아파 자꾸 생각이나 햇살이 아파 너와 함께걷던 거리가 아파 내귓가에 스친 노래가 아파 나도 모르게 길을걷다가 눈물이나 가슴이 아파 너와 함께했던 시간이 아파 네가 없는 나의 하루가 아파 널 사랑한만큼 더많이 아파 끝없이 생각나서 내가 지금 사랑한만큼 그때도 사랑 했었다면 지금 우린 달라졌을까 내가 만약 지금 전화하면 네가 보고싶다 말하면 예전처럼 우리가 다시 사랑할수 있을까 나에게서 멀어지던 내 시선 끝에 네가 아파 자꾸 생각이나 햇살이 아파 너와 함께걷던 거리가 아파 내귓가에 스친 노래가 아파 나도 모르게 길을걷다가 눈물이나 가슴이 아파 너와 함께했던 시간이 아파 네가 없는 나의 하루가 아파 널 사랑한만큼 더많이 아파 끝없이 생각나서 흐르는 시간에 마음을 놔 버려도 자꾸만 사랑이 거슬러 너에게 달려가 햇살이 아파 너와 함께걷던 거리가 아파 내귓가에 스친 노래가 아파 나도 모르게 길을걷다가 눈물이나 바람이 아파 너와 함께보던 바다가 아파 너를 많이 닮은 파도가 아파 널 사랑한만큼 더많이 아파 끝없이 밀려와서
