Title,Singer,Lyric
LOVE DAY,양요섭/정은지,참 많이 궁금해 전부 다 궁금해 왜 잠이 안 오고 니 얼굴만 보여 나도 궁금해 이 맘이 궁금해 왜 너만 보면 웃음이 먼저 나와 친구들 모여서 니 말이 나오면 왜 내가 들떠서 더 듣고 싶은지 너만 있으면 난 딴 사람이 돼 또 뜬금없는 어색한 농담을 늘 해 사실 난 이 느낌이 이상해 구름 위가 있다면 여길까 혹시 그런걸까 너와 나 그런걸까 내 맘과 같다면 시작 돼 버린걸까 너를 많이 많이 좋아해 너를 나 사랑하게 됐나봐 똑같이 말하고 싶은데 내가 그래도 될까 좀더 기다려볼까 나도 많이 많이 좋아해 사실 난 이런 맘이 첨인데 더 기다려줄게 난 여기 있을게 우리는 이미 같은 맘인걸 내 뭐가 좋은지 난 그게 궁금해 언제부터 내가 니 맘에 살았니 나도 궁금해 yeah 니 맘이 궁금해 yeah 싫지 않은게 아니라 좋은거지 예쁜 여자들은 no 참 많고 많은데 no 넌 정말 나밖에 안 보이는건지 멋진 남자들 누구 니 곁에 많은데 어디 어떻게 니가 내게로 오는거니 Girl 사실 난 우릴 자꾸 상상해 이런 기분 어쩐지 수상해 같은 하늘 아래 같은 생각을 하고 똑같은 말 이제 해도 될 것 같은데 너를 많이 많이 좋아해 너를 나 사랑하게 됐나봐 똑같이 말하고 싶은데 내가 그래도 될까 좀더 기다려볼까 나도 많이 많이 좋아해 사실 난 이런 맘이 첨인데 더 기다려줄게 난 여기 있을게 우리는 이미 같은 맘인걸 누가 좋아해 더 내가 더 그런건 나 중요치 않은걸 나 손내밀면 그 손 안 놀 자신있다면 영원히 그 손을 놓지 않을게 너를 너무 너무 좋아해 사실 난 이미 너를 사랑해 똑같이 말할 수 있는데 왜 난 떨리는건지 자꾸 망설이는지 아니 너를 너를 사랑해 이제는 내 맘 다 말해줄게 날 믿어주겠니 널 믿어볼게난 이 사랑안에서 니 사랑속에서 나란히 같이 걸어가자 둘이
Poison,엄정화,널 뒤로한채 그냥 걸었어 미안해 하는 널 위해 참아온 눈물 보이기 싫어 나 먼저 일어선거야 오늘이 올 줄 알고 있었어 우리 사랑 끝나는 날 잘못된 우릴 하늘이 분명 용서할리 없으니까 그녀에게 미안하다고 전해줘 그녀의 행복을 내가 가졌으니 다신 이런 아픔을 남기지는마 나 하나로만 된거야 모두를 속여가며 사랑한 넌 더 힘들었니 이젠 꿈에서라도 나를 찾지마 난 니안에 없는거야 이대로 나를 잊고 돌아가 그녀품으로 내품에 안겨 울던 모습도 날 위한 연극이었니 너의 사랑은 나뿐이라고 그 말을 믿었었는데 사랑스런 미소와 따스한 눈길 이제는 그녀와 함께 나누겠지 다신 이런 아픔을 남기지는마 나 하나로만 된거야 모두를 속여가며 사랑한 넌 더 힘들었니 이젠 꿈에서라도 나를 찾지마 난 니안에 없는거야 이대로 나를 잊고 돌아가 그녀품으로 그래 누구나 한 사람만을 사랑해야 하는걸 이제 넌 그걸 잊지 말아줘
예뻐졌다 (Feat. 지코 of Block B),박보람,나 예뻐졌대 다 그래 모두 놀래 못 알아보겠대 oh my god 어디했어 뭐했어 모르는 소리 no 말도안돼 no no way 바나나 한개 계란두개 정말 피곤해 남들처럼 예뻐지는게 넌 모를꺼야 죽었다 깨어나도 넌 머리부터 발끝까지 너무 너무해 신경쓸게 한둘이 아냐 나도 너처럼 사랑받길 원했어 그래서 더 독하게 예뻐졌다 매일 듣고싶었던 말 정말 한번도 듣지못했던 말 달라 모든게 달라졌어 Doo roo roo roo 예뻐졌다 니가 보는게 전부가 아냐 전에 니가 알던 내가 아냐 잘가요 my love 짧은 치마 스키니 상관없어 이젠 입을수있어 i'm good 당당하게 남들 oh 눈치따윈 안볼래 하루종일 난 거울만 보네 좋아 매일매일 달라진 내 모습 어제 나보다 오늘 내가 더 예뻐 주문을 또 걸어봐 예뻐졌다 매일 듣고싶었던 말 정말 한번도 듣지못했던 말 달라 모든게 달라졌어 Doo roo roo roo 예뻐졌다 니가 보는게 전부가 아냐 전에 니가 알던 내가 아냐 잘가요 my love I'm beautiful beautiful beautiful 누구도 부럽지않아 이젠 나를 봐줘 나를 더 사랑할래 woo woo Long time no see 이게 얼마만이야 오빠가 좀 뜸했었지 목소리 아니었음 몰라 볼 뻔했어 이미 훌륭했지만 이렇게 여신이 될 줄이야 무리한 보람있네 너무 비인간적인건 아닌지 아무튼 당분간 좀 골치아프겠다 Say holla to your fans 예뻐졌다 매일 듣고싶었던 말 정말 한번도 듣지못했던 말 달라 모든게 달라졌어 Doo roo roo roo 예뻐졌다 니가 보는게 전부가 아냐 전에 니가 알던 내가 아냐 잘가요 my love
소원을 말해봐 (Genie),소녀시대 (GIRLS' GENERATION),Turn it up~! Just turn it up~! That's right Come on!  소원을 말해봐! 니 마음속에 있는 작은 꿈을 말해봐. 니 머리에 있는 이상형을 그려봐. 그리고 나를 봐. 난 너의 Genie야 꿈이야 Genie야.  드림카를 타고 달려봐. 넌 내 옆자리에 앉아. 그저 내 이끌림 속에 모두 던져. 가슴 벅차 터져버려도 바람결에 날려버려도 지금 이 순간 세상은 너의 것.  그래요 난 널 사랑해. 언제나 믿어. 꿈도 열정도 다 주고 싶어. 난 그대 소원을 이뤄주고 싶은(싶은) 행운의 여신. 소원을 말해봐! (I'm Genie for you boy!) 소원을 말해봐! (I'm Genie for your wish.) 소원을 말해봐! (I'm Genie for your dream.) 내게만 말해봐! (I'm Genie for your world.)  소원을 말해봐! 지루한 날들이 넌 지겹지 않니? 평범한 생활에 넌 묻혀버렸니? 이제 그만 깨어나. 넌 나의 Superstar shining star superstar.  심장소리 같은 떨림의 Bike에 네 몸을 맡겨봐. 이제 이 세상은 오직 너의 무대. 환호소리 같은 파도가 내 가슴엔 너의 체온이 나는 너의 길. 영원한 Biggest fan.  그래요 난 널 사랑해. 언제나 믿어. 꿈도 열정도 다 주고 싶어. 난 그대 소원을 이뤄주고 싶은(싶은) 행운의 여신. 소원을 말해봐! (I'm Genie for you boy!) 소원을 말해봐! (I'm Genie for your wish.) 소원을 말해봐! (I'm Genie for your dream.) 내게만 말해봐! (I'm Genie for your world.) 소원을 말해봐!  DJ! put it back on.  그래요 난 널 사랑해. 언제나 믿어. 꿈도 열정도 다 주고 싶어. 난 그대 소원을 이뤄주고 싶은(싶은) 행운의 여신.  난 널 사랑해 넌 나의 Music. (너의 Fantasy를 숨김없이 말해봐) 난 널 사랑해 난 나의 기쁨. (나는 Genie 길을 보여줄게) 난 널 사랑해. 난 너의 행운이 되고 싶어 (니가 가진 소원 숨김없이 말해봐 너의 Genie 내가 들어줄게)  소원을 말해봐! (I'm Genie for you boy!) 소원을 말해봐! (I'm Genie for your wish.) 소원을 말해봐! (I'm Genie for your dream.) 내게만 말해봐! (I'm Genie for your world.)
Remember,Apink (에이핑크),DO YOU REMEMBER 우릴 비추던 태양 넓고 푸른 바다 마치 어제처럼 시간이 멈춰버린 기억 그 속에 하얀 모래 위를 함께 걷던 날 기억하나요 잠깐 밀려오는 파도 속에서도 떨어지지 않았던 YEAH 하나 둘 셋 어느새 이렇게 점점 나도 모르게 웃음이 사라져가고 하나 둘 셋 뒤돌아 볼 수도 앞을 내다볼 수도 없이 지친 너와 나 이제 함께 떠나요 시원한 바람 속에 오늘은 다 잊고 그때 우리처럼 DO YOU REMEMBER 우릴 비추던 태양 넓고 푸른 바다 마치 어제처럼 시간이 멈춰진 듯이 언제나 바랬듯이 REMEMBER REMEMBER REMEMBER 붉은 태양이 지는 그 여름밤을 기억하나요 어둠이 하늘을 덮어올수록 별은 더 밝게 빛난 걸 YEAH 하나 둘 셋 하늘을 모른 채 땅만 바라보는 게 점점 늘어만 가고 하나 둘 셋 지금이 낮인지 밤인지도 모르는 시간 속에 지친 너와 나 다시 함께 떠나요 시원한 바람 속에 오늘은 다 잊고 그때 우리처럼 DO YOU REMEMBER 우릴 비추던 태양 넓고 푸른 바다 마치 어제처럼 시간이 멈춰진 듯이 언제나 바랬듯이 REMEMBER REMEMBER REMEMBER YOU 뭘 아직도 망설여요 YOU 다 잊고 나와 함께 가요 저 푸른 바다에 다 던져버려요 우리 더 늦기 전에 기억하나요 맘속에 그때가 어제처럼 느껴지는 순간 DO YOU REMEMBER 우릴 비추던 태양 넓고 푸른 바다 마치 어제처럼 시간이 멈춰진 듯이 언제나 바랬듯이 REMEMBER REMEMBER REMEMBER DO YOU REMEMBER
I Swear,씨스타,Oh I Swear Oh I Swear promise you baby 꼭 맞춰놓은 듯한 우리 둘 사이 오늘을 놓치면 후회할걸 알아 I swear I I Swear 영화 속 고백처럼 찐하게 네 번째 손가락의 D I A 온 세상이 널 질투하게 해 I I Swear 저 별을 따서 내게 안겨줘 작은 농담은 귀엽게 봐줘 Baby I only wanna be with you I swear I swear I I swear 변하지 않는 건 내 마음을 더하는 것 너에게 많은 것을 원하지도 않는 것 우리 둘만 사랑하다 함께 눈을 감는 것 난 그거 하나야 그저 그거 하나야 약속해 I Swear 난 오늘밤 I Swear promise you baby 오직 너만 내게 위로가 돼 니가 딱이야 meant to be baby You'll always be mine I Swear 그대와 나 I Swear promise you baby 꼭 맞춰놓은 듯한 우리 둘 사이 오늘을 놓치면 후회할걸 알아 I swear 여자가 되는 밤 어쩌면 좋아 난 우린 두 손을 꼭 잡고 You make me say 우 밤하늘에 별들이 쏟아져 So what you think about that that Baby 무슨 생각해 So what you think about that that 니가 너무 궁금해 그대 사랑이 느껴지게 입이 귀에 걸리게 딱 나만 생각해 Oh baby 나만 봐줄래 변하지 않는 건 내 마음을 더하는 것 너에게 많은 것을 원하지도 않는 것 우리 둘만 사랑하다 함께 눈을 감는 것 난 그거 하나야 그저 그거 하나야 약속해 I Swear 난 오늘밤 I Swear promise you baby 오직 너만 내게 위로가 돼 니가 딱이야 meant to be baby You'll always be mine I Swear 그대와 나 I Swear promise you baby 꼭 맞춰놓은 듯한 우리 둘 사이 오늘을 놓치면 후회할걸 알아 I swear 듣고 싶은 한마디 I do 지나간 단꿈처럼 I do 모래 위에 니 이름만 또 쓰고 지우며 널 기다리는데 Tell me I love you baby 약속해 I Swear 난 오늘밤 I Swear promise you baby 오직 너만 내게 위로가 돼 니가 딱이야 meant to be baby You'll always be mine I Swear 그대와 나 I Swear promise you baby 꼭 맞춰놓은 듯한 우리 둘 사이 오늘을 놓치면 후회할걸 알아 I swear
멍,김현정,너 나를 쉽게 봤어 그렇지 않니 너는 몰라 너무 몰라 사랑을 안돼 니 맘대로 나를 떠날 수 없어 끝낸다면 내가 끝내 기억해 잘못이었어 너를 만난건 너는 사랑따윈 관심도 없던 거야 다만 넌 니 뜻대로 모두 맞춰줄 너 하나 밖에 모르는 내가 필요했을 뿐 다 돌려놔 너를 만나기전에 내 모습으로 추억으로 돌리기엔 내 상처가 너무커 바랄게 다음번에 너 누굴 사랑한다면 너 같은 사람 꼭 만나기를 잘못이었어 너를 믿은건 우린 하나라던 그건 다 말뿐이야 여러번 나를 속인 것도 모자라 니 주변의 사람들과 나를 비교 했었지 다 돌려놔 너를 만나기전에 내 모습으로 추억으로 돌리기엔 내 상처가 너무커 바랄게 다음번에 너 누굴 사랑한다면 너 같은 사람 꼭 만나기를
어쩌다,브라운아이드걸스,어쩌다 어쩌다 어쩌다 널 사랑하게 됐는지 내가 왜 이 꼴이 됐는지 어쩌다 어쩌다 어쩌다 내 맘 다 타버렸는지 내가 이런 바보였는지 이거 참 이럴 줄은 몰랐어 오늘도 난 지쳐 너만 기다리다 너 때문에 눈물 쏙 뺀 여자들 그 중에 하나가 되기는 싫었어 너를 바라보다 아차 싶었어 다잡았던 내 맘 놓치고 말았어 그런 나를 부르면 Oh My Honey 일분일초만에 니 앞에 있는 나 너무 멋진 멋진 그대 널 바라보면 어질어질해 너무 나쁜 나쁜 그대 다 모르는 척 웃고만 있네 어쩌다 어쩌다 어쩌다 널 사랑하게 됐는지 내가 왜 이 꼴이 됐는지 어쩌다 어쩌다 어쩌다 내 맘 다 타버렸는지 내가 이런 바보였는지 아무렇지 않은 척 해도 네게는 다 보이겠지 난 유명했어 까칠 도도 이런 내가 변해 너로 인해 고로 나를 도로 돌려놔줘 나를 봐줘 Red Alert 너와 있으면 왜 이럴까 심장이 멎어 끝이 뻔히 보이는 게임이야 나를 모두 말려 니 말만 나오면 그래도 난 어쩔 수가 없잖아 너만 생각하면 입가엔 미소만 하루 하루 고민고민 해봐도 너의 속을 몰라 깜깜한 밤이야 나만 보고 말해줘 Oh My Darling 지겹지도 않니 그 많은 여자들 너무 멋진 멋진 그대 날 바라볼 땐 아찔아찔 해 너무 바쁜 바쁜 그대 하루라도 더 보고 싶은데 어쩌다 어쩌다 어쩌다 널 사랑하게 됐는지 내가 왜 이 꼴이 됐는지 어쩌다 어쩌다 어쩌다 내 맘 다 타버렸는지 내가 이런 바보였는지 R E S P E C T ME 내가 널 더 좋아하지만 Yon don't be nasty 미치겠어 나의 마음이 커커커커 커져가네 난 워워워워 워쩌까예 오로지 그대에게 반했죠 사랑한다고 내게 말해줘 어쩌다 어쩌다 어쩌다 그렇게 넌 태어났는지 내 맘을 다 뺏어갔는지 어쩌다 어쩌다 어쩌다 내 눈 앞에 나타났는지 사랑하게 만들었는지 어쩌다
UGLY,2NE1,밝게 웃어보지만 내 맘에 들지 않아 난 예쁘지 않아 아름답지 않아 Oh oh oh oh Oh oh oh oh 노랠 불러보지만 아무도 듣지 않아 난 예쁘지 않아 아름답지 않아 Oh oh oh oh Oh oh oh oh 난 왜 이렇게 못난 걸까 어떡하면 나도 너처럼 환하게 웃어볼 수 있을까 또 화가나 왜 늘 완벽하지 못해 이 깨진 거울 속 못난 모습을 향해 탓하기만 해 쳐다보지마 지금 이 느낌이 싫어 난 어디론가 숨고만 싶어 벗어 나고 싶어 이 세상은 거짓말 I think I’m ugly And nobody wants to love me Just like her I wanna be pretty I wanna be pretty Don’t lie to my face tellin’ me I’m pretty I think I’m ugly And nobody wants to love me Just like her I wanna be pretty I wanna be pretty Don’t lie to my face cuz I know I’m ugly 날 쉽게 이해한다고 하지마 못 생기고 삐뚤어진 내 마음이 널 원망할지도 몰라 말 시키지마 난 너와 어울리지 못해 그 잘난 눈빛 속 차가운 가식이 날 숨막히게 해 다가오지마 너의 관심조차 싫어 난 어디론가 떠나고 싶어 소리 치고 싶어 이 세상은 거짓말 I think I’m ugly And nobody wants to love me Just like her I wanna be pretty I wanna be pretty Don’t lie to my face tellin’ me I’m pretty I think I’m ugly And nobody wants to love me Just like her I wanna be pretty I wanna be pretty Don’t lie to my face cuz I know I’m ugly All alone I’m all alone I’m all alone 따뜻함이란 없어 곁엔 아무도 없어 All alone I’m all alone All alone I’m all alone I’m always all alone 따뜻함이란 없어 곁엔 그 누구도 날 안아줄 사람 없어 I think I’m ugly And nobody wants to love me Just like her I wanna be pretty I wanna be pretty Don’t lie to my face tellin’ me I’m pretty I think I’m ugly And nobody wants to love me Just like her I wanna be pretty I wanna be pretty Don’t lie to my face cuz I know I’m ugly
Fiction,비스트,아직 난 널 잊지 못하고 모든걸 다 믿지 못하고 이렇게 널 보내지 못하고 오늘도 다시 만들어볼게 우리 이야기 끝나지 않게 아주 기나긴 살갗을 파고 스며드는 상실감은 잠시 묻어둘게 새로 써 내려가 시작은 행복하게 웃고 있는 너와 나 네가 날 떠나지 못하게 배경은 출구가 없는 좁은 방 안 아무렇지 않게 네게 키스하고 달콤한 너의 곁을 떠나가질 못해 우린 끝이라는건 없어 이렇게 난 또 Fiction in Fiction 잊지 못하고 Fiction in Fiction 내 가슴 속에 끝나지 않을 이야길 쓰고 있어 널 붙잡을게 Fiction in Fiction 놓지 않을게 Fiction in Fiction in Fiction 끝나지 않은 너와 나의 이야기 속에서 오늘도 in Fiction 지금 여긴 행복한 이야기들밖에 없어 너무 행복한 우리 둘만의 이야기가 이렇게 현실과는 다르게 써 있어 점점 채워지고 있어 너는 나에게로 달려와서 안기고 품 안에 안긴 너를 나는 절대 놓지 못해 우린 끝이라는건 없어 이렇게 난 또 Fiction in Fiction 잊지 못하고 Fiction in Fiction 내 가슴 속에 끝나지 않을 이야길 쓰고 있어 널 붙잡을게 Fiction in Fiction 놓지 않을게 Fiction in Fiction in Fiction 끝나지 않은 너와 나의 이야기 속에서 오늘도 in Fiction 다시 한 번 더 말하지만 지금 너는 내 옆에 있다고 그렇게 믿고 있어 난 하지만 Fiction 난 목적을 잃어버린 작가 이 소설의끝은 어떻게 마무리 지어야 해 사랑해 사랑해 사랑해 사랑해 사랑해 이 세 글자만 써 내려가 무뎌진 펜 눈물로 얼룩진 낡은 종이 위로 행복할 수도 슬플 수도 없어 이 이야기는 지금 난 너무나도 행복한 생각에 이야기를 쓰지만 모든게 바램일 뿐이라고 여전히 난 행복한걸 Fiction in Fiction in Fiction 우리 함께인걸 Fiction in Fiction in Fiction 이제 시작인걸 Fiction in Fiction in Fiction 끝은 없는걸 Fiction in Fiction in Fiction
보름달 (Feat. Lena),선미,The First collaboration of JYP and Brave Sound Here we comes 선미 eh eh eh eh eh eh eh eh eh eh eh eh eh eh eh OK It's time to Leggo 지금 당장 아무 말도 필요 없어 그대와 나의 눈빛이 말해주는걸 말하지 마 아무 말도 필요 없어 촉촉이 젖은 내 입술에 살며시 다가와 입 맞춰줘 사랑한단 뻔한 그 한 마디가 특별하게 느껴지는 오늘 밤 왜 이리 심장은 빨리 뛰는지 자 이제 시간이 됐어 그대여 보름달이 뜨는 날 그대 날 보러와요 이 밤이 가기 전에 해 뜨기 전에 서둘러줘요 그대여 보름달이 뜨는 날 그대 사랑을 줘요 이 밤이 가기 전에 해 뜨기 전에 날 보러 와요 eh eh eh eh eh eh eh eh eh eh eh eh eh eh eh Perfect weather can get no better eh eh eh eh eh eh eh eh eh eh eh eh eh eh eh Everything around us so so real yo Tonight It's the night 보름달을 조명 삼아 사랑을 속삭이기 딱 좋은 밤 기분 좋은 날씨 11시 완벽한 세팅 하늘마저도 우릴 축복하나 봐 서두르지 말고 하나도 빼놓지 말고 우리만 생각하고 이 밤은 길다고 그대 손을 잡고 walking on the moon 굳게 닫힌 문 빠짐없이 열어 오랫동안 기다려 왔던 꿈 사랑한단 뻔한 그 한 마디가 특별하게 느껴지는 오늘 밤 왜 이리 심장은 빨리 뛰는지 자 이제 시간이 됐어 그대여 보름달이 뜨는 날 그대 날 보러와요 이 밤이 가기 전에 해 뜨기 전에 서둘러줘요 그대여 보름달이 뜨는 날 그대 사랑을 줘요 이 밤이 가기 전에 해 뜨기 전에 날 보러 와요 빗속에 이 옷이 흠뻑 젖고 너와 나 단둘이 이 길을 걷고 달콤한 사랑을 속삭여요 eh eh eh eh eh eh eh eh eh eh eh eh eh eh eh Perfect weather can get no better eh eh eh eh eh eh eh eh eh eh eh eh eh eh eh Everything around us so so real yo
Nobody,원더걸스,You Know I still Love You Baby And it will never change I want nobody nobody But You I want nobody nobody But You 난 다른 사람은 싫어 니가 아니면 싫어 I want nobody nobody nobody nobody 난 싫은데 왜 날 밀어내려고 하니 자꾸 내 말은 듣지 않고 왜 이렇게 다른 남자에게 날 보내려 하니 어떻게 이러니 날 위해 그렇단 그 말 넌 부족하다는 그 말 이젠 그만해 넌 나를 알잖아 왜 원하지도 않는 걸 강요해 I want nobody nobody But You I want nobody nobody But You 난 다른 사람은 싫어 니가 아니면 싫어 I want nobody nobody nobody nobody I want nobody nobody But You I want nobody nobody But You 난 다른 사람은 싫어 니가 아니면 싫어 I want nobody nobody nobody nobody 난 좋은데 난 행복한데 너만 있으면 돼 더 바랄게 없는데 누굴 만나서 행복하란 거야 난 널 떠나서 행복할 수 없어 날 위해 그렇단 그 말 넌 부족하다는 그 말 말이 안 되는 말이란 걸 왜 몰라 니가 없이 어떻게 행복해 I want nobody nobody But You I want nobody nobody But You 난 다른 사람은 싫어 니가 아니면 싫어 I want nobody nobody nobody nobody I want nobody nobody But You I want nobody nobody But You 난 다른 사람은 싫어 니가 아니면 싫어 I want nobody nobody nobody nobody I don't want nobody body I don't want nobody body 나는 정말 니가 아니면 니가 아니면 싫단 말야 아 I want nobody nobody But You I want nobody nobody But You 난 다른 사람은 싫어 니가 아니면 싫어 I want nobody nobody nobody nobody I want nobody nobody But You I want nobody nobody But You 난 다른 사람은 싫어 니가 아니면 싫어 I want nobody nobody nobody nobody Back to the days when we were so young and wild and free 모든게 너무나 꿈만 같았던 그 때로 돌아가고 싶은데 왜 자꾸 나를 밀어내려 해 why do you push me away I don't want nobody nobody Nobody nobody but you
CALL ME BABY,EXO,CALL ME BABY   Call me baby 이 거리는 완전 난리야 Call me baby 사람들 사이는 남이야 Call me baby 함께하는 매 순간이 Like BOOM BOOM BOOM BOOM BOOM What up Hey Girl 영원 같던 찰나 운명 같은 순간 나를 한 순간 뚫고가 번개처럼 이 세계를 넌 내 이름 불러주며 나에게로 다가와 놀라워 섬광처럼 가득 차 너를 마주한 순간 oh my 편하게 여기 앉아 이제 내 얘기를 들어봐 Oh I don't care 나 멀리멀리 돌아간대도 이렇게 너의 곁에 단 한 남자가 되어줄 테니 메마른 내 입술에 너 스며들어와 나를 깨워 The time's wasting girl So don't wait don't wait too long 빛나는 것들은 많아 그 안에 진짜를 봐봐 Call me baby Call me baby Call me baby Call me baby You know my name girl 널 향해 커져간 마음아 너 말곤 그 문을 닫아 You know I'm here girl Call me baby Call me baby Call me baby Call me baby 몇 번이라도 Call me girl 나를 나로 존재하게 해 내 세상은 오직 you're the one You're the one Girl you're the one I want 빛나는 것들은 많아 그 안에 진짜를 봐봐 Call me baby Call me baby Call me baby Call me baby 몇 번이라도 Call me girl Baby girl 욕심들 속에 날 선 그 어떤 말도 넘어설 그런 믿음을 보여준 너 모두 변해 날 떠나간대도 너는 나만의 lady 내 손을 잡아주는 그거면 돼 빛나는 것들은 많아 그 안에 진짜를 봐봐 Call me baby Call me baby Call me baby Call me baby You know my name girl 널 향해 커져간 마음아 너 말곤 그 문을 닫아 You know I'm here girl Call me baby Call me baby Call me baby Call me baby 어둔 미로 속에 갇혔던 Oh 나 그 어둠 속에서 날 깨워준 네 목소리 들려와 날 다시 태어나게 해 Yeah E X O Listen Say my name Louder 혼란스러운 공간 속 날 이끌어줄 빛이 되고 놓치지 않아준 너라면 What up 널 안고 변치 않을게 널 안고 나를 떠나버린 사람들과 마주해 Never don't mind about a thing 내 가슴속 그 거대한 공백에 널 더해 흔들리는 세상 속에서 Whoo Babe 빛이 돼준 오직 한 사람 바로 너 Girl you're the one I want You're the one I want 빛나는 것들은 많아 그 안에 진짜를 봐봐 Call me baby Call me baby Call me baby I'll be your baby yeah You know my name girl Ho 나를 나로 존재하게 해 You know I'm here girl 내 세상은 오직 you're the one You're the one Girl you're the one I want 빛나는 것들은 많아 그 안에 진짜를 봐봐 Call me baby Call me baby Call me baby Call me baby 몇 번이라도 Call me girl
끼부리지마,WINNER,끼 좀 부리지마 너 땜에 난 매일매일 불안해 오늘도 빌어 빌어 딴 사람이 널 채 가지 않게 넌 항상 왜 이렇게 오빠라는 사람이 많어 친하단 말만 하곤 왜 다른 설명이 없어 언니 만난다면서 전화기는 왜 꺼져있어 웃겨 정말 화는 왜 네가 내는 건데 한번은 속아도 두 번은 안 속아 나도 어디서 꿀리진 않아 남보다 이 남자 저 남자 조금씩 간보다 또 질리면 KICK하고 차버린 뒤 돌아와 거긴 왜 또 간대 당연히 안돼 남자는 나 빼고 다 한패 니꺼 바로 여기 있잖아 탐내지마 남의 떡 정신차리라 하다 내가 정신 나가겠어 장난치지마 나 장난 아니야 짜증내지마 더 짜증나니까 끼 좀 부리지마 너 땜에 난 매일매일 불안해 오늘도 빌어 빌어 딴 사람이 너를 채가지 않게 끼 좀 부리지마 솔직히 넌 해도 해도 너무해 오늘도 빌어 빌어 딴 놈에게 널 뺏기지 않게 진한 화장하고 친구 집 간다니 참 어이없어 오늘따라 치마는 왜 이리 짧은 건데 날 사랑한다는 거 누구보다 잘 알고 있어 오해라는 네 말 진짜 믿고 싶어 긴 긴 기다림 끝에 드디어 일찍 잤다는 네 전화가 오셨네 재밌게 놀았냐 욱 하고 싶어도 참을 수 밖에 너 훅 떠날까 봐 눈웃음 치고 꼬리치고 혼자 북치고 장구치고 잊을 만 하면 내게 다시 돌아와 뒤통수 치고 이미 온 동네방네 소문났어 어젯밤 너 어딨었어 차라리 거짓말 해줘 장난치지마 나 장난 아니야 짜증내지마 더 짜증나니까 끼 좀 부리지마 너 땜에 난 매일매일 불안해 오늘도 빌어 빌어 딴 사람이 너를 채가지 않게 끼 좀 부리지마 솔직히 넌 해도 해도 너무해 오늘도 빌어 빌어 딴 놈에게 널 뺏기지 않게 웃기만 하지 좀 말고 내 생각 좀 해봐 너 떠나면 아무것도 남는 게 없어 난 울기만 하지 좀 말고 내 생각 좀 해봐 속아주는 것도 이젠 마지막이야
영원한 사랑,씨야/다비치/티아라,너는 바보 정말 너는 바보 사랑하는데 왜 너만 몰라 나는 울보 정말 나는 울보 너의 뒤에서 울고있잖아 난 너만 사랑하고 난 너만 바라보고 난 너만 기다리고 오래된 연인처럼 오래된 습관처럼 네 곁에 있나봐 세상에서 가장 슬픈 말 내겐 친구라는 말 아무리 곁에 있어도 잘해준대도 사랑하진 않으니까 너는 바보 정말 너는 바보 사랑하는데 왜 너만 몰라 나는 울보 정말 나는 울보 너의 뒤에서 울고있잖아 하루 가고 일년이 지나도 사랑 앞에선 나는 느림보 사랑해도 너를 사랑해도 말도 못하는 눈물의 바보  난 너만 사랑해도 난 너만 바라봐도 난 너만 기다려도 오래된 연인처럼 오래된 습관처럼 널 생각하나봐 세상에서 가장 좋은 말 내겐 사랑이란 말 아무리 나를 울려도 상처를 줘도 너만 있으면 괜찮아 너는 바보 정말 너는 바보 사랑하는데 왜 너만 몰라 나는 울보 정말 나는 울보 너의 뒤에서 울고있잖아 하루 가고 일년이 지나도 사랑 앞에선 나는 느림보 사랑해도 너를 사랑해도 말도 못하는 눈물의 바보 다른 사람과는 절대 사랑못해 사랑하니까 사랑하니까 너밖에 모르니까 돌아봐줘 나를 돌아봐줘 너의 뒤에서 난 서있을께 날 안아줘 나를 꼭 안아줘 너의 품 안에 안기고싶어 몰라줘도 내 맘 몰라줘도 바라만봐도 행복하니까 기다릴께 너를 기다릴께 영원히 너만 사랑할꺼야
