Title,Singer,Lyric
썸 (Feat. 릴보이 Of 긱스),소유 (SOYOU)/정기고,썸 (Feat. 릴보이 Of 긱스)  가끔씩 나도 모르게 짜증이나 너를 향한 맘은 변하지 않았는데 혹시 내가 이상한 걸까 혼자 힘들게 지내고 있었어 텅 빈 방 혼자 멍하니 뒤척이다 티비에는 어제 본 것 같은 드라마 잠이 들 때까지 한번도 울리지 않는 핸드폰을 들고 요즘 따라 내꺼인 듯 내꺼 아닌 내꺼 같은 너 니꺼인 듯 니꺼 아닌 니꺼 같은 나 이게 무슨 사이인 건지 사실 헷갈려 무뚝뚝하게 굴지마 연인인 듯 연인 아닌 연인 같은 너 나만 볼 듯 애매하게 날 대하는 너 때로는 친구 같다는 말이 괜히 요즘 난 듣기 싫어 졌어 매일 아침 너의 문자에 눈을 뜨고 하루 끝에는 니 목소리에 잠들고 파 주말에는 많은 사람 속에서 보란 듯이 널 끌어 안고 싶어 요즘 따라 내꺼인 듯 내꺼 아닌 내꺼 같은 너 니꺼인 듯 니꺼 아닌 니꺼 같은 나 때로는 친구 같다는 말이 괜히 요즘 난 듣기 싫어 졌어 너 요즘 너 별로야 너 별로야 나 근데 난 너뿐이야 난 너뿐이야 분명하게 내게 선을 그어줘 자꾸 뒤로 빼지 말고 날 사랑한다 고백해 줘 여전히 친구인척 또 연인인척 행동하는 모습을 전부다 돌이켜 생각 할 수록 너의 진심이 더 궁금해지는 걸 girl you’re so ambiguous 난 못해 무엇도 아니 어쩌면 기적을 바라지 lotto 확실한 표현을 원하지만 너의 미소 띈 표정에 잊어버리지 난 요즘 따라 내꺼인 듯 내꺼 아닌 내꺼 같은 너 니꺼인 듯 니꺼 아닌 니꺼 같은 나 순진한 척 웃지만 말고 그만 좀 해 너 솔직하게 좀 굴어봐 니 맘 속에 날 놔두고 한 눈 팔지 마 너야말로 다 알면서 딴청 피우지 마 피곤하게 힘 빼지 말고 어서 말해줘 사랑한단 말이야
꺼내 먹어요,Zion.T,안녕 쉽지 않죠 바쁘죠 왜 이렇게 까지 해야 하나 싶죠 바라는 게 더럽게 많죠 그렇죠 쉬고 싶죠 시끄럽죠 다 성가시죠 집에 가고 싶죠 집에 있는데도 집에 가고 싶을 거야 그럴 땐 이 노래를 초콜릿처럼 꺼내 먹어요 피곤해도 아침 점심 밥 좀 챙겨 먹어요 그러면 이따 내가 칭찬해줄게요 보고 싶어 많이 좋아해요 더 많이 안아주고 싶어요 사랑 사랑 비슷한 걸 해요 어쩌면 정말 사랑해요 배고플 땐 이 노래를 아침 사과처럼 꺼내 먹어요 피곤해도 아침 점심 밥 좀 챙겨 먹어요 그러면 이따 밤에 잠도 잘 올 거에요 힘들어요 아름다워서 알아봐줘요 나를 흘려 보내지 마요 나를 사랑해줘요 날 날 놓치지 마요
정말 사랑했을까,브라운 아이드 소울,좋았나봐 널 많이 아꼈나봐 다시 못견디게 아픈걸 보니 가슴에서 자꾸만 열이 나고 널 떠올릴때마다 그리움이 흘러 숨겨봐도 그게 잘 안되나봐 이별 앓고있는 날 다 아는걸 씩씩한척 강한척 하는 내가 웃는 눈빛마저도 우는것 같아 보인대 우리 정말 사랑하긴 했을까 느낄 수가 없잖아 작고 좁은 나의 세상속에 살던 넌 행복하긴 했을까 우리 닮은 지난 추억이 초라한 내 앞이라 더 눈부셔 너 있는 곳 너무 멀어 다가갈 수 없어 헤어져도 보내지 못하나봐 니가 돌아와줄 것만 같아서 시간가면 잊을수 있을꺼란 굳은 다짐해봐도 매일 널 찾아 헤매는데 우리 정말 사랑하긴 했을까 믿을 수가 없잖아 좋은 사람으로 니 가슴에 내 모습 남긴 했을까 니가 곁에 없는 나보다 내가 없는 니가 더 두려워 나를 지우고 쉽게 또 사랑 할까봐 지키지 못할 약속들 그땐 왜 그렇게 많이 했는지 아직도 너를 위해 난 주고 싶은게 많은데 우리 정말 사랑하긴 했을까 느낄 수가 없잖아 작고 좁은 나의 세상속에 살던 넌 행복하긴 했을까 니가 곁에 없는 나보다 내가 없는 니가 더 두려워 니 사랑이 마지막이 될까봐
귀로,나얼,화려한 불빛으로 그 뒷모습만 보이며 안녕이란 말도없이 사라진 그대 쉽게 흘려진 눈물 눈가에 가득히 고여 거리는 온통 투명한 유리알속 그대 따뜻한 손이라도 잡아볼수만 있었다면 아직은 그대의 온기 남아있겠지만 비바람이 부는 길가에 홀로 애태우는 이자리 두뺨엔 비바람만 차게 부는데 사랑한단 말은 못해도 안녕이란 말은 해야지 아무말도 없이 떠나간 그대가 정말 미워요  그대 따뜻한 손이라도 잡아볼수만 있었다면 아직은 그대의 온기남아 있겠지만 비바람이 부는 길가에홀로 애태우는 이자리 두뺨엔 비바람만 차게 부는데 사랑한단 말은 못해도 안녕이란 말은 해야지 아무말도 없이 떠나간 그대가 정말 미워요 사랑한단 말은 못해도 안녕이란 말은 해야지 아무말도 없이 떠나간 그대가 정말 미워요
그냥 (Just),Zion.T/Crush,내가 안쓰러워 보여 인사하는 거라면 내 마음 다칠까 걱정 말고 그냥 지나가면 돼요 Nanana 나 나나 Nananana 나나 내 마음 아플까 걱정 말고 사실 난 아무렇지도 않아 꼭 아픈 사람처럼 보여도 하고픈 이야기 너무 많았는데 결국 나 혼자 나 혼자 나 혼자서 어쩌구 사실 나는 널 좋아하지 않아 오히려 미워해 싫어해 매일 밤 홀로 누운 침대 위에서 꼭 끌어안은 이불은 추워 내가 안쓰러워 보여 다가오는 거라면 내 마음 아플까 걱정 말고 그냥 지나가면 돼요 니가 내게 무심코 뱉어댄 차가운 말들 몰래 속앓이 해 원래 당연하단 듯 어차피 안 이뤄져 뻔해 잘 알아 동정 따윈 더 이상 나 바라지도 않아 초라해지기 싫어서 나 먼저 그 자리에 일어섰네 머뭇거리지 마 나 진짜 괜찮아 아무 말 말고 뒤돌아 서서 걸어가 Nanana 나 나나 Nananana 나나 내 마음 아플까 걱정 말고 그냥 지나가면 돼요 지나가면
듣는편지,40,듣는편지  저 별을 가져다 너의 두 손에 선물하고 싶어 내 모든 걸 다 담아서 전해주고파 Sometimes I cry 널 잃을까 Sometimes I feel 내 품에 잠들어 있는 너 I promise you 첫눈이 오는 날에 I promise you 너와 함께 두 손을 마주잡고 그 날을 거닐며 외쳐 I love you 잡은 두 손은 흐르는 세월 모르길 그 자리 니 온기 하나하나 담아두고 싶은걸 내 맘이 그래 오래도록 Sometimes I cry 날 잊을까 Sometimes I feel 살며시 눈감아 주는 너 I promise you 첫눈이 오는 날에 I promise you 너와 함께 두 손을 마주잡고 그 날을 거닐며 외쳐 I love you 잡은 두 손은 흐르는 세월 모르길 I promise you 첫눈이 오는 날에 I promise you 너와 함께 두 손을 마주잡고 그 날을 거닐며 외쳐 I love you 잡은 두 손은 흐르는 세월 모르길
체념,빅마마,행복했어 너와의 시간들 아마도 너는 힘들었겠지 너의 마음을 몰랐던 건 아니야 나도 느꼈었지만 널 보내는게 널 떠나보내는게 아직은 익숙하지가 않아 그렇게 밖에 할 수 없던 니가 원망스러워 왜 말 안했니 아님 못한거니 조금도 날 생각하지 않았니 좋아한다며 사랑한다며 이렇게 끝낼거면서 왜 그런말을 했니 널 미워해야만 하는 거니 아니면 내 탓을 해야만 하는 거니 시간을 돌릴수만 있다면 다시 예전으로 돌아가고 싶은 마음뿐이야 왜 말 안했니 아님 못한거니 조금도 날 생각하지 않았니 좋아한다며 사랑한다며 이렇게 끝낼거면서 왜 그런말을 했니 널 미워해야만 하는 거니 아니면 내 탓을 해야만 하는 거니 시간을 돌릴수만 있다면 다시 예전으로 돌아가고 싶은 마음뿐이야 그래 더 이상 묻지 않을게 내곁을 떠나고 싶다면 돌아보지 말고 떠나가 눈물은 흘리지 않을게 괜히 마음만 약해지니깐 내게서 멀어진 니 모습이 흐릿하게 보여 눈물이 나나봐 널 많이 그리워할것 같아 참아야만 하겠지 잊혀질 수 있도록 다시 사랑같은거 하지 않을래 내 마지막 사랑은 돌아선 너에게 주고 싶어서 행복하길 바래 나보다 좋은 여자 만나기를
No Make Up,Zion.T,진하게 화장을 하고 예쁘게 머리를 하고 오늘도 집을 나서는 넌 예뻐 높은 구두를 신고 짧은 치마를 입고 있는 너 너무나 아름다워 but 넌 모를 거야 자다가 일어나 살짝 부은 얼굴이 얼마나 예쁜지 넌 모를 거야 자기 전 세수한 니 모습이 얼마나 예쁜지 자꾸 거울 보지 마 몸무게 신경 쓰지 마 넌 그냥 그대로 너무 예쁜 걸 No make up ye no make up ye No make up 일 때 제일 예쁜 너 빨간색 립스틱보다 투명한 립밤이 좋아 저 하늘 구름보다 자연스러워 어제도 힘들었는지 너무 지쳐 보여 너 이리 와서 내 품에 안겨 baby 넌 모를 거야 아이라인 없이 웃는 너의 예쁜 눈 웃음을 넌 모를 거야 메이크업 베이스 지우면 빛나는 우윳빛 피부 자꾸 거울 보지 마 몸무게 신경 쓰지 마 넌 그냥 그대로 너무 예쁜 걸 No make up ye no make up ye No make up 일 때 제일 예쁜 너 아무리 얘기해도 넌 모르겠다고 하지만 바보 같아 오늘 내일 다음 날도 매일 말해주고파 예쁜 얼굴 넌 그냥 그대로 너무 예쁜 걸 No make up ye no make up ye No make up 일 때 제일 예쁜 너
양화대교,Zion.T,우리 집에는 매일 나 홀로 있었지 아버지는 택시드라이버 어디냐고 여쭤보면 항상 양화대교 아침이면 머리맡에 놓인 별사탕에 라면땅에 새벽마다 퇴근하신 아버지 주머니를 기다리던 어린 날의 나를 기억하네 엄마 아빠 두 누나 나는 막둥이 귀염둥이 그 날의 나를 기억하네 기억하네 행복하자 우리 행복하자 아프지 말고 아프지 말고 행복하자 행복하자 아프지 말고 그래 그래 내가 돈을 버네 돈을 다 버네 엄마 백원만 했었는데 우리 엄마 아빠 또 강아지도 이젠 나를 바라보네 전화가 오네 내 어머니네 뚜루루루 아들 잘 지내니 어디냐고 물어보는 말에 나 양화대교 양화대교 엄마 행복하자 아프지 말고 좀 아프지 말고 행복하자 행복하자 아프지 말고 그래 그래 그 때는 나 어릴 때는 아무것도 몰랐네 그 다리 위를 건너가는 기분을 어디시냐고 어디냐고 여쭤보면 아버지는 항상 양화대교 양화대교 이제 나는 서있네 그 다리 위에 행복하자 우리 행복하자 아프지 말고 아프지 말고 행복하자 행복하자 아프지 말고 그래 행복하자 행복하자 아프지 말고 아프지 말고 행복하자 행복하자 아프지 말고 그래 그래
SOFA,Crush,니가 있던 소파 앉아 있어 혼자 단 한숨도 못 자고 혹시 니가 올까 하고 멍하니 현관 쪽만 바라봐 두 눈을 감고 귀를 막아봐도 다시 내게 돌아와 추억들이 숨을 참는다고 심장이 멈춰질까 널 향한 그리움만 되돌아와 니가 있던 소파 너 없이 나 혼자 이 자리에만 남아 널 기다리잖아 So far 내 곁에 넌 so far away 미련이라는 게 먼지만 남은 채 널 기다리잖아 혼자선 채울 수가 없었어 방안에 퍼진 그리움은 가슴에 담을 수 없는걸 그래 그 잘난 희망 때문에 나 혼자 앉아있는 게 더 고문인데 벗어나려고 해도 다시 널 찾고 있잖아 니가 있던 소파 너 없이 나 혼자 이 자리에만 남아 널 기다리잖아 So far 내 곁에 넌 so far away 미련이라는 게 먼지만 남은 채 널 기다리잖아 잠들지 못해 all night long Until the end of time 아무리 널 비워내 봐도 니가 있던 소파 너 없이 나 혼자 이 자리에만 남아 널 whoa So far 내 곁에 넌 so far away 미련이라는 게 먼지만 남은 채 널 기다리잖아
눈 코 입,태양,미안해 미안해 하지마 내가 초라해지잖아 빨간 예쁜 입술로 어서 나를 죽이고 가 나는 괜찮아 마지막으로 나를 바라봐줘 아무렇지 않은 듯 웃어줘 네가 보고 싶을 때 기억할 수 있게 나의 머릿속에 네 얼굴 그릴 수 있게 널 보낼 수 없는 나의 욕심이 집착이 되어 널 가뒀고 혹시 이런 나 땜에 힘들었니 아무 대답 없는 너 바보처럼 왜 너를 지우지 못해 넌 떠나버렸는데 너의 눈 코 입 날 만지던 네 손길 작은 손톱까지 다 여전히 널 느낄 수 있지만 꺼진 불꽃처럼 타들어가버린 우리 사랑 모두 다 너무 아프지만 이젠 널 추억이라 부를게 사랑해 사랑했지만 내가 부족했었나 봐 혹시 우연이라도 한순간만이라도 널 볼 수 있을까 하루하루가 불안해져 네 모든 게 갈수록 희미해져 사진 속에 너는 왜 해맑게 웃는데 우리에게 다가오는 이별을 모른 채 널 보낼 수 없는 나의 욕심이 집착이 되어 널 가뒀고 혹시 이런 나 땜에 힘들었니 아무 대답 없는 너 바보처럼 왜 너를 지우지 못해 넌 떠나버렸는데 너의 눈 코 입 날 만지던 네 손길 작은 손톱까지 다 여전히 널 느낄 수 있지만 꺼진 불꽃처럼 타들어가버린 우리 사랑 모두 다 너무 아프지만 이젠 널 추억이라 부를게 나만을 바라보던 너의 까만 눈 향기로운 숨을 담은 너의 코 사랑해 사랑해 내게 속삭이던 그 입술을 난 너의 눈 코 입 날 만지던 네 손길 작은 손톱까지 다 모두 다 여전히 널 느낄 수 있지만 널 느낄 수 있지만 꺼진 불꽃처럼 타들어가버린 우리 사랑 모두 다 너무 아프지만 이젠 널 추억이라 부를게
우린 알아,양다일/정키,매일 반복되던 오고 가는 말들이 모여 쌓여 서로의 맘을 흔들고 서로의 품에서 약속했던 말들마저 잊혀져 가는 것도 다 알면서 이젠 네가 해주는 말들은 내겐 거짓말 같아서 웅크려 그 생각에 또 잠겨 난 너무 많은 반복에 지쳐버린 우리 사인 결국 너가 먼저 말을 꺼내지 I'm sorry 너무 힘이 들어 매일 순간 모든 게 멈추지 기다릴 수 없어 놓을 수도 없어 뜨겁게 사랑했던 우리는 없어 언제부터인지 돌릴 순 없는지 누가 먼저 잘못했던 건지 이제는 서로의 잦은 다툼 속에 돌아선 뒷모습에 익숙해진 걸 끝이란 걸 알아 매일 반복되던 오고 가는 만남이 모여 쌓여 서로의 맘을 흔들고 서로의 품에서 약속했던 말들이 하나둘씩 늘어만 가고 있어 사랑을 하는 게 사랑을 받는 게 아무 걱정 없이 널 바라보는 게 시간이 갈수록 사랑을 할수록 지쳐만 가 기다릴 수 없어 놓을 수도 없어 뜨겁게 사랑했던 우리는 없어 언제부터인지 돌릴 순 없는지 누가 먼저 잘못했던 건지 이제는 서로의 잦은 다툼 속에 돌아선 뒷모습에 익숙해진 걸 끝이란 걸 알아 수많았던 감정 속에 꼭 하고 싶은 말 헤어지자 수백 번도 되뇌었는데 왜 알고는 있는데 말할 수 없는데 우린 서로 같은 생각을 하는데 되돌릴 수 없어 용기 낼 수 없어 어떤 맘도 내 것이 아닌데 누굴 만나는 게 헤어진다는 게 쉬울 수 있다면 더 좋았을 텐데 널 사랑하나 봐
